date,Airport,temp,tmin,tmax,prcp,wspd
2024-08-23,ORD,21.4,15.0,27.8,0.0,7.9
2024-08-24,ORD,24.6,17.8,32.8,0.0,6.5
2024-08-25,ORD,27.7,23.3,33.9,0.0,15.5
2024-08-26,ORD,29.9,26.1,35.6,0.0,16.9
2024-08-27,ORD,30.9,23.3,37.2,16.3,13.7
2024-08-28,ORD,24.9,21.7,28.9,4.6,13.7
2024-08-29,ORD,24.5,21.7,31.1,0.0,12.2
2024-08-30,ORD,25.1,20.6,28.3,7.1,11.9
2024-08-31,ORD,23.2,16.7,28.9,0.0,9.4
2024-09-01,ORD,22.3,15.6,24.4,0.0,18.4
2024-09-02,ORD,19.1,14.4,24.4,0.0,8.6
2024-09-03,ORD,19.4,14.4,25.6,0.0,9.0
2024-09-04,ORD,21.1,14.4,28.9,0.0,8.6
2024-09-05,ORD,23.9,17.8,30.6,1.0,10.4
2024-09-06,ORD,20.1,12.2,21.1,0.0,18.7
2024-09-07,ORD,14.4,8.9,19.4,0.0,14.4
2024-09-08,ORD,15.0,9.4,22.2,0.0,13.0
2024-09-09,ORD,19.6,13.9,27.2,0.0,14.0
2024-09-10,ORD,21.1,14.4,27.8,0.0,9.4
2024-09-11,ORD,22.6,15.0,30.6,0.0,5.4
2024-09-12,ORD,24.0,17.2,30.6,0.0,11.2
2024-09-13,ORD,24.4,18.9,29.4,0.0,13.7
2024-09-14,ORD,25.0,19.4,31.1,0.0,8.6
2024-09-15,ORD,25.2,19.4,32.2,0.0,8.6
2024-09-16,ORD,24.8,18.3,32.2,0.0,9.4
2024-09-17,ORD,23.4,16.7,29.4,0.0,7.9
2024-09-18,ORD,22.5,16.1,31.1,0.0,5.0
2024-09-19,ORD,24.1,16.7,31.7,0.0,8.3
2024-09-20,ORD,26.0,20.6,32.8,0.5,12.6
2024-09-21,ORD,25.2,17.2,33.3,0.0,8.6
2024-09-22,ORD,23.2,17.8,25.6,20.3,13.7
2024-09-23,ORD,18.1,15.6,19.4,0.5,15.1
2024-09-24,ORD,18.0,16.7,19.4,10.9,9.7
2024-09-25,ORD,18.6,13.9,25.0,0.0,6.8
2024-09-26,ORD,19.2,13.9,25.0,0.0,11.5
2024-09-27,ORD,20.3,18.3,22.2,0.0,33.1
2024-09-28,ORD,20.5,18.3,22.2,0.0,28.4
2024-09-29,ORD,21.1,18.9,23.3,0.3,21.2
2024-09-30,ORD,21.6,17.2,26.1,0.0,9.7
2024-10-01,ORD,19.2,12.8,21.1,0.0,17.6
2024-10-02,ORD,15.2,8.9,22.2,0.0,9.4
2024-10-03,ORD,17.7,12.2,26.7,0.0,10.8
2024-10-04,ORD,17.7,14.4,21.1,0.3,15.1
2024-10-05,ORD,19.3,14.4,29.4,0.0,20.5
2024-10-06,ORD,22.2,12.2,23.9,0.0,19.8
2024-10-07,ORD,14.5,8.9,20.0,0.0,10.8
2024-10-08,ORD,15.2,10.0,23.3,0.0,10.8
2024-10-09,ORD,15.7,10.6,21.1,0.0,11.5
2024-10-10,ORD,16.5,11.7,22.8,0.0,7.2
2024-10-11,ORD,18.6,12.8,28.3,0.0,15.1
2024-10-12,ORD,19.0,15.6,20.0,0.0,20.5
2024-10-13,ORD,15.6,9.4,19.4,0.0,23.4
2024-10-14,ORD,10.8,5.0,13.9,0.5,19.1
2024-10-15,ORD,7.2,5.0,10.6,6.9,22.0
2024-10-16,ORD,7.8,2.8,14.4,0.0,9.4
2024-10-17,ORD,9.7,3.3,17.8,0.0,11.5
2024-10-18,ORD,12.6,5.6,20.6,0.0,10.8
2024-10-19,ORD,14.3,6.7,21.7,0.0,10.1
2024-10-20,ORD,16.7,10.6,26.1,0.0,15.1
2024-10-21,ORD,19.4,12.2,27.2,0.0,12.2
2024-10-22,ORD,18.4,12.8,22.8,0.3,16.2
2024-10-23,ORD,16.8,6.7,18.3,0.0,13.7
2024-10-24,ORD,11.1,4.4,17.8,5.3,10.8
2024-10-25,ORD,13.5,8.9,19.4,16.0,13.0
2024-10-26,ORD,10.8,6.1,15.0,0.0,10.8
2024-10-27,ORD,8.8,2.8,15.0,0.0,7.6
2024-10-28,ORD,11.3,6.1,19.4,0.0,16.9
2024-10-29,ORD,21.8,19.4,27.8,0.0,27.7
2024-10-30,ORD,23.1,20.0,26.7,0.0,28.8
2024-10-31,ORD,18.7,6.1,21.7,0.8,30.6
2024-11-01,ORD,7.6,3.9,12.2,0.0,7.6
2024-11-02,ORD,7.8,3.3,15.0,0.0,10.1
2024-11-03,ORD,11.8,9.4,17.8,0.5,18.4
2024-11-04,ORD,18.2,17.2,20.0,14.7,18.7
2024-11-05,ORD,18.2,15.6,19.4,32.5,22.3
2024-11-06,ORD,12.9,9.4,15.6,0.0,12.6
2024-11-07,ORD,10.6,6.7,15.0,0.0,9.7
2024-11-08,ORD,10.7,6.7,16.7,0.0,13.7
2024-11-09,ORD,10.5,7.2,13.3,5.1,14.0
2024-11-10,ORD,11.8,9.4,17.2,2.0,18.4
2024-11-11,ORD,11.6,5.6,14.4,0.0,20.9
2024-11-12,ORD,7.2,4.4,10.0,0.0,16.6
2024-11-13,ORD,7.2,4.4,11.1,14.5,15.5
2024-11-14,ORD,10.3,8.9,12.2,2.8,11.9
2024-11-15,ORD,9.8,5.6,13.3,0.0,7.2
2024-11-16,ORD,8.4,5.6,11.1,0.0,12.6
2024-11-17,ORD,10.3,7.8,15.0,0.8,11.9
2024-11-18,ORD,11.8,9.4,15.6,10.7,14.4
2024-11-19,ORD,15.3,8.3,17.2,1.5,23.4
2024-11-20,ORD,7.4,0.0,8.9,0.0,21.2
2024-11-21,ORD,0.6,-1.0,3.9,7.1,23.0
2024-11-22,ORD,5.3,2.8,8.9,0.0,20.9
2024-11-23,ORD,5.2,2.8,6.1,0.0,13.3
2024-11-24,ORD,5.2,2.8,11.1,0.0,12.2
2024-11-25,ORD,9.6,1.7,11.1,0.0,14.4
2024-11-26,ORD,1.2,-3.8,3.9,0.0,15.5
2024-11-27,ORD,3.3,1.1,6.7,0.0,10.1
2024-11-28,ORD,-0.1,-3.2,1.7,0.0,19.8
2024-11-29,ORD,-3.9,-7.7,-2.1,0.0,21.2
2024-11-30,ORD,-7.1,-9.9,-3.8,0.0,17.6
2024-12-01,ORD,-6.1,-9.9,-2.7,0.0,13.3
2024-12-02,ORD,-7.0,-9.9,-3.8,0.0,9.4
2024-12-03,ORD,-6.0,-7.1,-0.5,0.0,17.6
2024-12-04,ORD,-1.4,-8.8,3.9,0.0,29.5
2024-12-05,ORD,-6.5,-11.0,-1.6,0.0,21.6
2024-12-06,ORD,-5.4,-9.3,0.0,0.0,15.5
2024-12-07,ORD,0.4,-4.3,10.0,0.0,21.6
2024-12-08,ORD,7.9,3.3,12.8,0.0,15.5
2024-12-09,ORD,9.4,5.6,11.7,0.0,17.3
2024-12-10,ORD,3.1,-1.0,5.6,0.0,15.5
2024-12-11,ORD,-1.6,-11.6,0.0,0.0,22.3
2024-12-12,ORD,-11.6,-15.5,-9.3,0.0,16.9
2024-12-13,ORD,-9.7,-15.5,-2.7,0.0,12.6
2024-12-14,ORD,-1.1,-3.8,3.9,8.4,18.7
2024-12-15,ORD,4.6,3.3,7.2,1.3,9.4
2024-12-16,ORD,7.4,2.8,10.6,0.8,17.6
2024-12-17,ORD,2.8,0.6,3.9,0.0,13.0
2024-12-18,ORD,0.4,-3.8,1.7,0.0,15.5
2024-12-19,ORD,-2.3,-3.8,0.6,2.3,13.0
2024-12-20,ORD,0.2,-6.0,1.7,2.0,22.7
2024-12-21,ORD,-5.8,-9.9,-2.7,0.0,9.4
2024-12-22,ORD,-5.4,-9.9,0.6,0.0,14.0
2024-12-23,ORD,1.5,0.0,3.9,0.0,16.6
2024-12-24,ORD,2.2,-1.0,3.3,0.0,13.0
2024-12-25,ORD,1.4,0.0,3.9,0.0,10.1
2024-12-26,ORD,5.2,3.3,8.9,1.3,10.8
2024-12-27,ORD,8.4,7.2,11.1,6.6,14.8
2024-12-28,ORD,9.9,5.6,10.6,0.0,16.9
2024-12-29,ORD,6.6,2.2,7.8,11.9,16.9
2024-12-30,ORD,2.6,0.0,5.6,0.0,7.9
2024-12-31,ORD,3.8,1.1,5.6,14.5,24.5
2025-01-01,ORD,-0.4,-4.3,1.1,0.0,21.2
2025-01-02,ORD,-2.8,-4.3,0.0,0.3,14.8
2025-01-03,ORD,-4.2,-7.7,-3.8,0.0,19.1
2025-01-04,ORD,-7.6,-11.0,-3.8,0.0,15.1
2025-01-05,ORD,-7.7,-9.3,-5.5,0.0,14.8
2025-01-06,ORD,-4.5,-6.0,-1.0,0.3,24.1
2025-01-07,ORD,-5.8,-9.3,-3.2,0.0,10.8
2025-01-08,ORD,-6.7,-9.9,-3.2,0.0,9.4
2025-01-09,ORD,-6.6,-9.9,-1.6,0.0,13.3
2025-01-10,ORD,-3.9,-6.0,-1.0,3.3,12.6
2025-01-11,ORD,-2.0,-3.2,0.0,0.0,14.4
2025-01-12,ORD,-1.2,-7.1,1.7,0.8,22.3
2025-01-13,ORD,-8.2,-12.7,-7.1,0.0,20.5
2025-01-14,ORD,-9.9,-13.2,-8.8,0.3,14.8
2025-01-15,ORD,-11.7,-14.9,-7.1,0.0,15.5
2025-01-16,ORD,-3.6,-7.7,3.3,0.3,16.9
2025-01-17,ORD,1.6,-3.2,8.3,0.0,21.2
2025-01-18,ORD,1.1,-9.9,4.4,0.0,21.6
2025-01-19,ORD,-11.3,-17.1,-9.9,0.0,20.5
2025-01-20,ORD,-15.8,-18.8,-11.6,0.0,19.1
2025-01-21,ORD,-18.4,-22.1,-16.6,0.0,20.2
2025-01-22,ORD,-13.2,-17.7,-3.8,0.5,20.9
2025-01-23,ORD,-6.4,-13.8,-4.3,0.3,16.2
2025-01-24,ORD,-11.8,-16.6,-4.9,0.0,14.0
2025-01-25,ORD,-2.6,-6.0,5.0,0.0,23.0
2025-01-26,ORD,-3.4,-8.2,-0.5,0.0,13.0
2025-01-27,ORD,-2.7,-7.7,6.7,0.0,24.1
2025-01-28,ORD,3.2,-2.1,8.9,0.0,22.0
2025-01-29,ORD,5.8,0.6,8.3,0.0,17.6
2025-01-30,ORD,3.3,-3.2,10.0,13.0,11.9
2025-01-31,ORD,4.0,0.6,4.4,31.5,26.3
2025-02-01,ORD,-0.1,-1.6,0.6,0.0,22.3
2025-02-02,ORD,2.0,-0.5,6.1,0.0,12.2
2025-02-03,ORD,4.2,0.6,5.6,0.0,17.6
2025-02-04,ORD,-1.8,-5.5,0.6,0.0,22.3
2025-02-05,ORD,-3.1,-4.3,-0.5,1.3,19.1
2025-02-06,ORD,-0.3,-2.7,2.8,0.0,20.9
2025-02-07,ORD,-3.1,-7.1,0.0,0.0,10.4
2025-02-08,ORD,-1.2,-2.7,0.6,0.3,14.8
2025-02-09,ORD,-2.2,-5.5,0.0,0.0,12.6
2025-02-10,ORD,-3.8,-8.2,2.8,0.0,7.6
2025-02-11,ORD,-3.9,-6.0,-2.1,0.0,22.3
2025-02-12,ORD,-4.2,-7.1,-1.6,4.6,19.1
2025-02-13,ORD,-6.5,-14.9,-3.2,0.0,20.5
2025-02-14,ORD,-11.1,-16.0,-3.2,3.8,14.8
2025-02-15,ORD,-1.8,-3.2,0.6,0.5,14.0
2025-02-16,ORD,-2.7,-12.7,-2.7,0.0,24.5
2025-02-17,ORD,-13.1,-17.7,-12.7,0.0,18.7
2025-02-18,ORD,-15.9,-20.5,-9.9,0.0,14.4
2025-02-19,ORD,-13.0,-15.5,-8.2,0.0,14.4
2025-02-20,ORD,-10.9,-15.5,-4.3,0.0,15.5
2025-02-21,ORD,-7.7,-11.6,-2.1,0.0,12.2
2025-02-22,ORD,-5.2,-9.3,1.1,0.0,18.0
2025-02-23,ORD,-0.1,-3.8,6.7,0.0,11.5
2025-02-24,ORD,6.3,3.3,11.7,0.0,19.1
2025-02-25,ORD,8.3,2.2,12.2,0.5,8.6
2025-02-26,ORD,5.7,2.2,10.6,2.0,13.0
2025-02-27,ORD,5.3,2.2,10.0,0.3,16.9
2025-02-28,ORD,6.7,1.1,13.9,0.0,29.2
2025-03-01,ORD,-0.2,-5.5,1.1,0.0,18.0
2025-03-02,ORD,-3.5,-7.7,2.8,0.0,6.5
2025-03-03,ORD,2.2,0.0,8.9,0.0,16.9
2025-03-04,ORD,7.6,6.1,8.9,16.3,19.8
2025-03-05,ORD,6.8,-1.0,10.6,9.4,23.8
2025-03-06,ORD,0.3,-2.7,5.6,0.0,19.4
2025-03-07,ORD,2.1,0.6,4.4,3.6,7.2
2025-03-08,ORD,2.3,-3.2,10.0,0.0,14.4
2025-03-09,ORD,7.1,1.1,14.4,0.0,15.5
2025-03-10,ORD,11.5,4.4,20.0,0.0,18.0
2025-03-11,ORD,10.7,2.2,13.9,0.0,25.9
2025-03-12,ORD,5.3,1.7,10.6,0.0,12.6
2025-03-13,ORD,7.2,0.6,15.6,0.0,11.2
2025-03-14,ORD,14.6,9.4,26.1,3.8,27.4
2025-03-15,ORD,17.1,5.0,18.9,7.9,24.5
2025-03-16,ORD,3.0,-1.0,5.0,5.3,14.4
2025-03-17,ORD,2.6,-3.2,11.7,0.0,20.5
2025-03-18,ORD,11.9,5.6,22.2,0.0,18.4
2025-03-19,ORD,6.8,1.7,8.3,13.7,23.4
2025-03-20,ORD,2.8,-0.5,6.7,5.6,20.2
2025-03-21,ORD,5.5,-0.5,15.6,0.0,24.1
2025-03-22,ORD,7.0,1.1,8.3,0.0,15.1
2025-03-23,ORD,4.5,1.7,11.1,5.6,24.5
2025-03-24,ORD,4.3,0.6,10.0,0.0,24.8
2025-03-25,ORD,5.2,0.6,10.6,0.0,12.2
2025-03-26,ORD,4.3,0.0,12.2,0.0,6.1
2025-03-27,ORD,8.2,5.6,12.2,0.0,12.2
2025-03-28,ORD,15.1,8.9,25.6,0.5,23.4
2025-03-29,ORD,19.1,6.1,21.7,1.5,18.4
2025-03-30,ORD,12.3,5.0,23.9,2.5,20.5
2025-03-31,ORD,5.2,1.1,8.3,0.3,18.4
2025-04-01,ORD,3.2,0.6,7.2,0.0,21.2
2025-04-02,ORD,7.8,4.4,21.7,31.8,23.0
2025-04-03,ORD,11.4,4.4,13.3,0.0,19.4
2025-04-04,ORD,6.9,3.3,9.4,1.5,18.4
2025-04-05,ORD,7.4,3.9,12.2,2.5,17.6
2025-04-06,ORD,5.9,1.7,10.0,0.0,13.3
2025-04-07,ORD,4.4,-2.7,7.8,0.0,25.2
2025-04-08,ORD,0.5,-3.8,7.2,0.0,12.6
2025-04-09,ORD,3.3,1.1,6.7,2.3,16.6
2025-04-10,ORD,4.2,3.3,6.1,0.0,16.9
2025-04-11,ORD,6.1,0.6,11.1,0.0,13.0
2025-04-12,ORD,8.8,2.2,16.7,0.0,10.1
2025-04-13,ORD,13.2,11.1,17.8,0.0,20.2
2025-04-14,ORD,15.4,8.9,17.8,0.0,24.1
2025-04-15,ORD,9.6,3.3,13.3,0.0,23.0
2025-04-16,ORD,6.8,1.7,10.6,0.0,11.9
2025-04-17,ORD,9.4,3.9,17.8,1.3,23.0
2025-04-18,ORD,18.8,15.6,24.4,1.5,25.9
2025-04-19,ORD,13.6,6.7,15.6,0.0,11.2
2025-04-20,ORD,10.4,7.2,15.0,8.9,18.7
2025-04-21,ORD,12.4,7.2,16.1,0.8,24.5
2025-04-22,ORD,12.5,5.0,23.3,0.0,12.6
2023-04-23,SEA,11.6,7.2,12.2,11.7,18.7
2023-04-24,SEA,8.8,7.2,14.4,0.8,12.6
2023-04-25,SEA,9.9,6.7,15.0,0.0,9.0
2023-04-26,SEA,11.5,6.1,19.4,0.0,10.1
2023-04-27,SEA,13.9,10.0,20.0,0.0,18.4
2023-04-28,SEA,15.7,9.4,26.7,0.0,13.0
2023-04-29,SEA,18.1,12.2,24.4,0.0,13.0
2023-04-30,SEA,14.4,8.9,16.1,0.0,13.7
2023-05-01,SEA,11.7,9.4,13.3,0.5,7.9
2023-05-02,SEA,12.7,10.0,21.1,0.3,14.0
2023-05-03,SEA,15.7,10.6,22.8,0.0,8.6
2023-05-04,SEA,13.2,8.9,13.3,1.3,14.4
2023-05-05,SEA,9.4,8.9,10.6,17.8,14.0
2023-05-06,SEA,10.2,8.3,16.7,0.0,9.4
2023-05-07,SEA,11.8,9.4,16.7,0.0,13.0
2023-05-08,SEA,13.1,10.0,18.9,0.3,12.2
2023-05-09,SEA,12.9,8.9,17.8,0.0,13.0
2023-05-10,SEA,14.1,7.2,21.7,0.0,11.5
2023-05-11,SEA,15.6,10.0,23.9,0.0,10.4
2023-05-12,SEA,17.9,11.1,27.8,0.0,12.6
2023-05-13,SEA,21.3,12.8,30.0,0.0,16.9
2023-05-14,SEA,24.1,15.0,31.7,0.0,16.2
2023-05-15,SEA,26.2,14.4,31.1,3.0,13.0
2023-05-16,SEA,18.4,12.8,25.6,0.0,8.6
2023-05-17,SEA,18.8,12.2,26.7,0.0,7.6
2023-05-18,SEA,19.1,12.8,24.4,0.0,9.0
2023-05-19,SEA,16.6,11.7,24.4,0.0,11.2
2023-05-20,SEA,18.4,12.2,25.6,0.3,9.0
2023-05-21,SEA,15.1,11.1,15.6,0.0,11.9
2023-05-22,SEA,12.7,9.4,18.3,0.3,17.3
2023-05-23,SEA,12.6,8.3,18.9,0.0,9.7
2023-05-24,SEA,15.4,12.2,21.7,0.0,11.5
2023-05-25,SEA,17.6,11.7,25.0,0.0,11.2
2023-05-26,SEA,20.1,13.3,27.8,0.0,9.7
2023-05-27,SEA,16.7,10.6,21.1,0.0,13.3
2023-05-28,SEA,13.2,8.9,17.8,0.0,7.9
2023-05-29,SEA,13.1,8.9,20.0,0.0,7.6
2023-05-30,SEA,13.1,8.9,17.2,0.0,11.9
2023-05-31,SEA,12.7,10.0,17.8,0.0,11.5
2023-06-01,SEA,13.7,10.0,20.6,0.0,11.9
2023-06-02,SEA,15.2,10.0,22.2,0.0,7.9
2023-06-03,SEA,15.8,9.4,23.3,0.0,8.6
2023-06-04,SEA,16.2,11.1,21.1,0.0,19.8
2023-06-05,SEA,15.7,9.4,22.8,0.0,20.5
2023-06-06,SEA,18.6,12.8,27.8,0.0,15.8
2023-06-07,SEA,21.9,13.3,30.6,0.0,7.9
2023-06-08,SEA,18.2,11.7,22.8,0.0,14.0
2023-06-09,SEA,14.7,11.1,13.3,4.8,10.4
2023-06-10,SEA,12.1,11.1,16.7,5.8,8.6
2023-06-11,SEA,15.7,12.2,21.7,0.0,12.2
2023-06-12,SEA,19.2,13.9,28.9,0.0,8.3
2023-06-13,SEA,18.2,11.1,18.9,0.0,18.7
2023-06-14,SEA,13.9,11.1,18.9,0.0,14.4
2023-06-15,SEA,13.7,8.3,22.2,0.0,8.6
2023-06-16,SEA,16.9,11.1,22.2,3.3,10.4
2023-06-17,SEA,13.6,10.6,15.0,1.8,11.9
2023-06-18,SEA,12.2,8.3,16.7,4.3,11.9
2023-06-19,SEA,11.3,8.3,16.7,0.3,14.4
2023-06-20,SEA,12.7,10.0,15.6,10.7,12.2
2023-06-21,SEA,13.9,10.6,21.7,0.0,10.1
2023-06-22,SEA,17.1,10.6,25.6,0.0,13.0
2023-06-23,SEA,19.9,12.2,27.2,0.0,10.4
2023-06-24,SEA,16.0,11.1,21.7,0.0,10.4
2023-06-25,SEA,16.8,10.6,26.1,0.0,9.7
2023-06-26,SEA,17.3,11.7,23.3,0.0,11.9
2023-06-27,SEA,16.3,12.2,23.3,0.0,11.2
2023-06-28,SEA,17.7,12.2,26.1,0.0,9.4
2023-06-29,SEA,19.0,12.8,27.2,0.0,9.4
2023-06-30,SEA,20.3,14.4,26.1,0.0,12.2
2023-07-01,SEA,19.6,13.9,26.7,0.0,15.5
2023-07-02,SEA,19.3,13.3,26.7,0.0,15.5
2023-07-03,SEA,20.6,12.8,27.8,0.0,12.2
2023-07-04,SEA,22.6,14.4,31.1,0.0,10.8
2023-07-05,SEA,24.6,16.1,32.8,0.0,9.4
2023-07-06,SEA,23.0,13.9,28.3,0.0,10.8
2023-07-07,SEA,17.8,12.8,23.3,0.0,14.8
2023-07-08,SEA,16.8,12.2,23.3,0.0,10.1
2023-07-09,SEA,17.8,12.2,26.1,0.0,8.3
2023-07-10,SEA,17.4,12.2,22.8,0.0,14.8
2023-07-11,SEA,17.8,12.8,25.0,0.0,9.4
2023-07-12,SEA,17.8,12.2,23.9,0.0,7.2
2023-07-13,SEA,17.8,12.2,26.7,0.0,9.0
2023-07-14,SEA,21.6,14.4,30.6,0.0,11.2
2023-07-15,SEA,23.7,16.1,32.8,0.0,11.2
2023-07-16,SEA,22.0,13.9,28.3,0.0,8.3
2023-07-17,SEA,20.0,15.6,25.0,0.0,19.8
2023-07-18,SEA,19.6,14.4,27.2,0.0,15.8
2023-07-19,SEA,22.2,16.1,31.7,0.0,12.6
2023-07-20,SEA,22.3,15.6,27.8,0.0,11.9
2023-07-21,SEA,18.8,14.4,25.6,0.0,7.9
2023-07-22,SEA,19.7,13.3,27.2,0.0,10.8
2023-07-23,SEA,21.1,15.0,28.9,0.0,11.5
2023-07-24,SEA,19.1,13.9,22.8,2.3,14.4
2023-07-25,SEA,17.2,13.3,23.3,0.0,16.9
2023-07-26,SEA,18.6,14.4,24.4,0.0,16.6
2023-07-27,SEA,19.6,13.3,26.1,0.0,8.6
2023-07-28,SEA,18.6,13.3,26.1,0.0,8.3
2023-07-29,SEA,19.0,13.3,25.0,0.0,9.0
2023-07-30,SEA,18.3,14.4,25.0,0.0,9.4
2023-07-31,SEA,19.5,13.9,25.6,0.0,13.3
2023-08-01,SEA,20.4,14.4,28.3,0.0,12.2
2023-08-02,SEA,21.8,15.6,28.9,0.0,11.2
2023-08-03,SEA,21.4,15.0,28.9,0.0,11.2
2023-08-04,SEA,22.1,15.6,29.4,0.0,11.2
2023-08-05,SEA,21.1,16.7,22.2,0.5,6.5
2023-08-06,SEA,18.9,16.7,24.4,0.0,8.3
2023-08-07,SEA,20.2,16.1,25.0,0.5,6.8
2023-08-08,SEA,19.4,15.6,26.1,0.0,9.0
2023-08-09,SEA,19.9,15.6,25.0,0.0,14.0
2023-08-10,SEA,18.8,15.6,23.3,0.0,9.0
2023-08-11,SEA,19.4,15.0,26.1,0.0,11.2
2023-08-12,SEA,21.6,17.2,27.8,0.0,16.6
2023-08-13,SEA,23.1,17.2,31.7,0.0,16.9
2023-08-14,SEA,26.8,21.7,34.4,0.0,13.7
2023-08-15,SEA,27.7,20.0,35.0,0.0,11.5
2023-08-16,SEA,27.5,19.4,35.0,0.0,8.6
2023-08-17,SEA,25.8,16.7,32.8,0.0,9.0
2023-08-18,SEA,19.2,13.9,23.9,0.0,11.2
2023-08-19,SEA,18.3,11.1,25.0,0.0,13.7
2023-08-20,SEA,20.2,14.4,26.7,0.0,11.5
2023-08-21,SEA,17.9,11.7,23.9,0.0,7.9
2023-08-22,SEA,17.2,12.2,22.2,0.5,12.6
2023-08-23,SEA,17.2,13.9,22.8,1.0,11.2
2023-08-24,SEA,18.3,13.3,25.6,0.0,20.2
2023-08-25,SEA,20.4,16.1,30.0,0.5,15.1
2023-08-26,SEA,22.0,15.0,31.1,0.0,11.5
2023-08-27,SEA,22.1,15.0,28.9,0.0,10.1
2023-08-28,SEA,19.1,16.1,19.4,0.0,10.8
2023-08-29,SEA,16.2,14.4,16.7,3.0,10.4
2023-08-30,SEA,16.8,15.0,23.3,0.3,10.4
2023-08-31,SEA,18.1,15.0,20.6,0.5,12.2
2023-09-01,SEA,18.1,15.6,25.6,0.0,14.8
2023-09-02,SEA,21.2,14.4,30.6,0.0,7.6
2023-09-03,SEA,20.6,13.9,20.6,1.5,18.4
2023-09-04,SEA,14.6,11.7,18.9,1.8,11.9
2023-09-05,SEA,15.2,11.7,21.1,0.0,6.8
2023-09-06,SEA,16.6,11.7,23.3,0.0,9.4
2023-09-07,SEA,16.9,12.8,20.6,0.0,4.0
2023-09-08,SEA,16.1,11.1,23.9,0.0,9.0
2023-09-09,SEA,18.3,13.3,27.2,0.0,9.4
2023-09-10,SEA,19.7,12.2,26.7,0.0,11.5
2023-09-11,SEA,19.2,14.4,22.8,0.0,7.6
2023-09-12,SEA,16.5,12.8,20.6,1.3,9.4
2023-09-13,SEA,16.9,12.2,23.3,0.0,10.4
2023-09-14,SEA,17.8,12.2,25.0,0.0,11.9
2023-09-15,SEA,19.2,12.2,28.9,0.0,7.9
2023-09-16,SEA,19.4,12.8,25.6,0.0,7.2
2023-09-17,SEA,16.2,12.8,21.1,0.0,10.8
2023-09-18,SEA,16.8,12.2,19.4,2.8,14.0
2023-09-19,SEA,14.8,11.7,19.4,0.0,13.3
2023-09-20,SEA,13.8,10.6,17.8,10.4,11.5
2023-09-21,SEA,13.8,8.9,21.1,0.0,9.4
2023-09-22,SEA,16.1,10.6,24.4,0.0,7.6
2023-09-23,SEA,16.8,12.2,17.8,3.8,12.2
2023-09-24,SEA,13.7,11.1,17.8,15.5,10.8
2023-09-25,SEA,14.8,12.8,17.2,20.8,12.2
2023-09-26,SEA,13.5,10.6,18.3,15.2,14.8
2023-09-27,SEA,13.0,11.1,15.6,10.9,19.1
2023-09-28,SEA,13.3,11.1,17.2,3.3,16.6
2023-09-29,SEA,11.8,7.8,15.0,0.0,15.8
2023-09-30,SEA,11.6,8.9,16.7,0.0,8.3
2023-10-01,SEA,11.8,7.2,17.8,0.0,7.2
2023-10-02,SEA,12.6,10.6,13.9,11.4,10.1
2023-10-03,SEA,13.2,11.7,17.8,1.0,9.0
2023-10-04,SEA,14.3,11.7,20.0,0.0,9.7
2023-10-05,SEA,15.4,12.8,19.4,0.0,17.3
2023-10-06,SEA,15.6,11.1,23.9,0.0,12.2
2023-10-07,SEA,17.2,10.6,26.1,0.0,6.5
2023-10-08,SEA,16.6,12.8,20.6,0.0,9.0
2023-10-09,SEA,16.2,11.7,17.2,0.8,11.5
2023-10-10,SEA,13.2,10.0,16.7,9.7,13.7
2023-10-11,SEA,12.2,10.0,16.1,9.9,12.6
2023-10-12,SEA,12.4,8.9,18.3,0.0,10.1
2023-10-13,SEA,16.8,10.0,22.8,3.0,13.7
2023-10-14,SEA,14.4,12.8,16.7,1.0,5.8
2023-10-15,SEA,14.4,12.2,17.2,1.0,7.6
2023-10-16,SEA,13.6,10.6,16.7,14.5,13.0
2023-10-17,SEA,12.3,9.4,15.6,1.5,8.6
2023-10-18,SEA,13.9,10.6,21.7,0.0,11.9
2023-10-19,SEA,16.2,15.6,19.4,0.0,14.4
2023-10-20,SEA,15.3,11.7,16.7,0.0,15.1
2023-10-21,SEA,12.9,11.1,14.4,0.0,8.6
2023-10-22,SEA,11.7,10.0,13.3,0.0,7.6
2023-10-23,SEA,10.9,7.8,11.7,0.0,17.3
2023-10-24,SEA,9.2,6.1,11.1,15.2,17.3
2023-10-25,SEA,7.5,4.4,10.6,4.3,12.6
2023-10-26,SEA,6.7,2.8,11.1,0.0,7.2
2023-10-27,SEA,5.8,1.7,10.0,0.0,11.9
2023-10-28,SEA,5.6,0.6,10.6,0.0,9.4
2023-10-29,SEA,5.8,0.0,12.8,0.0,10.8
2023-10-30,SEA,7.2,2.8,14.4,0.0,13.7
2023-10-31,SEA,6.6,2.2,11.7,0.0,2.9
2023-11-01,SEA,8.5,6.1,12.8,10.4,8.3
2023-11-02,SEA,11.8,10.0,15.6,22.1,19.8
2023-11-03,SEA,11.6,8.9,14.4,8.4,8.3
2023-11-04,SEA,14.1,11.1,17.2,29.0,18.0
2023-11-05,SEA,11.9,7.8,15.6,7.9,13.0
2023-11-06,SEA,10.7,8.3,11.7,26.2,8.6
2023-11-07,SEA,10.3,7.2,12.8,0.0,14.0
2023-11-08,SEA,8.8,5.6,12.2,0.0,6.5
2023-11-09,SEA,6.6,2.8,8.9,3.6,9.4
