Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Departure_Date,Departure_Hour,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Delay_Minutes,Weather_Impact,date,Airport,temp,tmin,tmax,prcp,wspd,Route
P1828,F802,426.6,Emergency,Economy,3,Desk,Window,116,0,American Airlines,DEN,ATL,2024-04-18 06:26:00,2024-04-18,06:26:00,288,On-time,1434,5,0,2024-04-18,DEN,2.9,-0.5,2.2,0.3,16.9,DEN-ATL
P1829,F1022,380.63,Family,Economy,3,Mobile App,Middle,116,0,Southwest,LAX,LAX,2024-05-11 11:54:00,2024-05-11,11:54:00,197,Delayed,1125,2,0,2024-05-11,LAX,14.8,13.3,17.2,0.0,11.5,LAX-LAX
P1830,F1622,216.02,Leisure,Economy,0,Mobile App,Middle,78,0,JetBlue,ORD,LAX,2024-10-03 15:31:00,2024-10-03,15:31:00,203,Cancelled,1411,4,0,2024-10-03,ORD,17.7,12.2,26.7,0.0,10.8,ORD-LAX
P1831,F233,449.83,Family,Economy,1,Airport Kiosk,Window,28,0,Southwest,JFK,DEN,2023-08-01 07:22:00,2023-08-01,07:22:00,101,On-time,1885,10,1,2023-08-01,JFK,22.8,18.9,27.2,0.0,14.8,JFK-DEN
P1832,F535,285.51,Emergency,Premium Economy,0,Airport Kiosk,Window,114,0,JetBlue,ORD,SFO,2025-04-02 02:35:00,2025-04-02,02:35:00,175,On-time,1076,28,1,2025-04-02,ORD,7.8,4.4,21.7,31.8,23.0,ORD-SFO
P1833,F476,495.07,Emergency,Business,1,Airport Kiosk,Window,79,0,JetBlue,ORD,ORD,2024-06-14 18:32:00,2024-06-14,18:32:00,174,On-time,1870,4,0,2024-06-14,ORD,25.2,15.6,30.0,0.0,14.0,ORD-ORD
P1834,F1867,239.49,Family,First,2,Online,Aisle,13,0,JetBlue,DEN,JFK,2025-03-05 06:39:00,2025-03-05,06:39:00,309,On-time,1389,10,1,2025-03-05,DEN,0.2,-8.2,11.1,0.0,17.6,DEN-JFK
P1835,F778,388.46,Family,Economy,0,Desk,Aisle,63,0,Delta,ORD,ORD,2023-07-23 06:04:00,2023-07-23,06:04:00,238,On-time,945,24,0,2023-07-23,ORD,22.3,17.8,28.9,2.5,8.3,ORD-ORD
P1836,F456,215.07,Business,Premium Economy,0,Online,Middle,105,0,JetBlue,JFK,ORD,2024-08-11 23:25:00,2024-08-11,23:25:00,164,On-time,1059,47,0,2024-08-11,JFK,25.3,22.8,27.8,0.0,14.0,JFK-ORD
P1837,F1317,384.74,Family,Economy,1,Airport Kiosk,Window,97,0,Southwest,ATL,DFW,2023-09-09 11:16:00,2023-09-09,11:16:00,162,Delayed,1359,4,0,2023-09-09,ATL,24.9,20.6,30.0,0.0,11.9,ATL-DFW
P1838,F1991,249.3,Leisure,Economy,1,Mobile App,Aisle,84,0,Delta,DEN,SFO,2024-05-01 13:05:00,2024-05-01,13:05:00,154,On-time,1296,0,0,2024-05-01,DEN,12.5,3.9,21.7,0.0,24.8,DEN-SFO
P1839,F1057,325.97,Leisure,Economy,2,Desk,Window,24,1,Delta,DEN,DFW,2024-05-17 09:08:00,2024-05-17,09:08:00,373,On-time,1266,2,0,2024-05-17,DEN,18.8,12.2,27.8,0.0,17.3,DEN-DFW
P1840,F1829,387.68,Emergency,Economy,1,Desk,Aisle,10,0,Southwest,LAX,DEN,2023-10-11 22:09:00,2023-10-11,22:09:00,111,Delayed,921,23,0,2023-10-11,LAX,18.9,16.7,22.2,0.0,13.3,LAX-DEN
P1841,F1699,279.85,Emergency,Premium Economy,2,Airport Kiosk,Middle,5,0,Southwest,DEN,SEA,2023-06-17 02:08:00,2023-06-17,02:08:00,206,On-time,1174,6,0,2023-06-17,DEN,13.9,8.3,22.2,0.0,8.3,DEN-SEA
P1842,F1821,274.88,Emergency,Business,2,Airport Kiosk,Middle,67,0,Southwest,ATL,JFK,2024-04-07 13:31:00,2024-04-07,13:31:00,61,On-time,1201,13,1,2024-04-07,ATL,14.0,7.2,23.3,0.0,7.6,ATL-JFK
P1843,F1079,317.06,Family,Business,1,Airport Kiosk,Middle,11,0,Delta,JFK,DEN,2023-08-26 18:09:00,2023-08-26,18:09:00,144,Delayed,1621,30,0,2023-08-26,JFK,23.8,20.6,30.0,2.8,9.7,JFK-DEN
P1844,F442,345.75,Emergency,Economy,2,Desk,Middle,83,0,American Airlines,DFW,DEN,2024-01-09 16:17:00,2024-01-09,16:17:00,319,Delayed,1266,1,0,2024-01-09,DFW,5.0,1.7,10.0,0.0,31.2,DFW-DEN
P1845,F583,245.6,Emergency,Premium Economy,2,Airport Kiosk,Middle,98,0,Southwest,SFO,JFK,2024-05-26 18:04:00,2024-05-26,18:04:00,212,On-time,943,22,0,2024-05-26,SFO,14.0,10.6,21.1,0.0,17.6,SFO-JFK
P1846,F205,360.96,Leisure,Economy,1,Online,Middle,52,0,Delta,SFO,JFK,2024-02-23 22:05:00,2024-02-23,22:05:00,229,Cancelled,1476,3,0,2024-02-23,SFO,12.3,7.8,18.3,0.0,5.0,SFO-JFK
P1847,F1275,486.47,Leisure,Economy,3,Mobile App,Middle,14,0,Delta,JFK,ATL,2023-10-15 10:47:00,2023-10-15,10:47:00,129,On-time,1093,2,1,2023-10-15,JFK,12.1,10.0,16.7,0.3,24.5,JFK-ATL
P1848,F1904,226.96,Business,Premium Economy,1,Mobile App,Middle,77,0,United,ORD,DEN,2024-12-24 15:16:00,2024-12-24,15:16:00,167,Delayed,894,8,0,2024-12-24,ORD,2.2,-1.0,3.3,0.0,13.0,ORD-DEN
P1849,F1848,300.16,Family,Economy,3,Online,Middle,31,0,United,SEA,DFW,2024-11-25 14:38:00,2024-11-25,14:38:00,255,On-time,796,8,0,2024-11-25,SEA,7.1,6.1,8.9,12.4,7.6,SEA-DFW
P1850,F1415,242.33,Business,Economy,2,Desk,Window,22,0,Delta,JFK,SEA,2024-06-08 02:29:00,2024-06-08,02:29:00,131,On-time,1296,3,0,2024-06-08,JFK,22.9,18.3,27.2,0.0,22.3,JFK-SEA
P1851,F1941,296.23,Emergency,Premium Economy,0,Online,Middle,27,0,Delta,LAX,ORD,2025-01-20 14:35:00,2025-01-20,14:35:00,185,On-time,949,6,0,2025-01-20,LAX,13.4,10.0,22.2,0.0,8.6,LAX-ORD
P1852,F113,338.73,Emergency,Economy,1,Desk,Aisle,40,0,JetBlue,SEA,LAX,2024-12-19 02:45:00,2024-12-19,02:45:00,236,On-time,1054,10,0,2024-12-19,SEA,9.2,6.7,12.8,5.3,7.2,SEA-LAX
P1853,F717,320.65,Family,Premium Economy,0,Airport Kiosk,Middle,70,0,JetBlue,SEA,LAX,2024-08-16 05:28:00,2024-08-16,05:28:00,97,On-time,1475,1,0,2024-08-16,SEA,18.2,15.0,23.9,0.0,10.1,SEA-LAX
P1854,F1759,440.27,Leisure,Premium Economy,2,Desk,Middle,114,0,JetBlue,LAX,ORD,2023-08-28 02:18:00,2023-08-28,02:18:00,165,On-time,1479,9,0,2023-08-28,LAX,22.7,18.9,29.4,0.0,9.7,LAX-ORD
P1855,F1257,355.12,Leisure,Economy,1,Online,Window,64,0,United,DFW,JFK,2024-02-08 06:43:00,2024-02-08,06:43:00,246,On-time,1239,8,0,2024-02-08,DFW,17.0,13.9,20.6,0.0,18.9,DFW-JFK
P1856,F1684,292.18,Family,Business,1,Desk,Middle,96,0,Southwest,DEN,SFO,2024-05-06 22:59:00,2024-05-06,22:59:00,262,Delayed,1171,12,0,2024-05-06,DEN,15.4,7.8,17.8,0.0,37.8,DEN-SFO
P1857,F374,334.29,Business,Economy,0,Desk,Aisle,49,0,American Airlines,SFO,JFK,2024-08-17 03:05:00,2024-08-17,03:05:00,163,On-time,1462,15,0,2024-08-17,SFO,17.9,14.4,22.8,0.0,18.4,SFO-JFK
P1858,F744,335.16,Emergency,Business,1,Mobile App,Window,79,0,Delta,LAX,JFK,2024-10-15 18:08:00,2024-10-15,18:08:00,116,On-time,2045,12,0,2024-10-15,LAX,18.4,17.2,21.7,0.0,9.0,LAX-JFK
P1859,F666,293.24,Business,Economy,1,Desk,Middle,89,0,Delta,DFW,SEA,2025-01-13 09:46:00,2025-01-13,09:46:00,205,On-time,1198,6,0,2025-01-13,DFW,4.5,-1.7,10.6,0.0,14.6,DFW-SEA
P1860,F247,357.34,Emergency,Economy,0,Mobile App,Aisle,116,0,Southwest,SFO,DEN,2025-01-10 02:28:00,2025-01-10,02:28:00,84,On-time,1182,7,0,2025-01-10,SFO,14.1,9.4,18.3,0.0,10.4,SFO-DEN
P1861,F1363,509.34,Family,Premium Economy,0,Desk,Middle,99,1,Delta,DEN,SFO,2023-09-05 09:18:00,2023-09-05,09:18:00,182,On-time,1416,7,0,2023-09-05,DEN,20.9,8.9,25.6,0.0,18.0,DEN-SFO
P1862,F648,481.98,Business,Economy,1,Mobile App,Middle,55,0,American Airlines,LAX,LAX,2023-07-22 14:52:00,2023-07-22,14:52:00,55,On-time,1421,3,0,2023-07-22,LAX,19.4,17.2,23.3,0.0,11.5,LAX-LAX
P1863,F1462,466.41,Leisure,Economy,2,Online,Middle,21,0,American Airlines,DEN,SEA,2023-08-03 02:23:00,2023-08-03,02:23:00,252,On-time,769,2,0,2023-08-03,DEN,22.2,16.1,30.0,15.2,12.2,DEN-SEA
P1864,F1869,236.5,Business,Economy,0,Desk,Window,90,0,American Airlines,LAX,LAX,2024-08-01 19:43:00,2024-08-01,19:43:00,78,Delayed,1260,19,0,2024-08-01,LAX,18.2,16.1,21.7,0.0,11.2,LAX-LAX
P1865,F31,286.99,Business,Premium Economy,0,Airport Kiosk,Window,50,1,United,ORD,SFO,2025-04-03 20:33:00,2025-04-03,20:33:00,261,Cancelled,1373,10,1,2025-04-03,ORD,11.4,4.4,13.3,0.0,19.4,ORD-SFO
P1866,F1241,406.97,Emergency,Premium Economy,1,Airport Kiosk,Aisle,94,0,United,ORD,DFW,2023-09-12 07:52:00,2023-09-12,07:52:00,137,On-time,1196,18,0,2023-09-12,ORD,17.3,13.9,22.2,0.0,12.2,ORD-DFW
P1867,F548,313.04,Business,Economy,1,Desk,Aisle,110,0,JetBlue,JFK,JFK,2024-03-08 17:33:00,2024-03-08,17:33:00,187,On-time,1035,0,1,2024-03-08,JFK,7.4,3.9,18.9,0.0,16.9,JFK-JFK
P1868,F131,172.04,Family,Economy,3,Mobile App,Aisle,20,0,JetBlue,DEN,SEA,2023-06-28 10:58:00,2023-06-28,10:58:00,248,On-time,1683,6,1,2023-06-28,DEN,22.4,16.1,28.3,0.0,13.7,DEN-SEA
P1869,F1440,353.19,Business,Economy,2,Mobile App,Window,29,0,Delta,LAX,SEA,2023-11-30 06:03:00,2023-11-30,06:03:00,277,On-time,1222,18,0,2023-11-30,LAX,14.4,10.6,18.3,0.0,10.1,LAX-SEA
P1870,F1474,447.67,Family,Premium Economy,2,Desk,Window,25,0,Delta,SEA,JFK,2025-04-11 07:11:00,2025-04-11,07:11:00,182,On-time,1806,8,0,2025-04-11,SEA,9.1,5.6,12.8,0.0,12.2,SEA-JFK
P1871,F1714,556.4,Emergency,Economy,1,Mobile App,Window,116,0,American Airlines,SEA,ATL,2024-01-01 14:45:00,2024-01-01,14:45:00,232,On-time,1015,11,0,2024-01-01,SEA,4.9,1.1,8.3,0.0,4.3,SEA-ATL
P1872,F1438,308.8,Emergency,Economy,0,Mobile App,Window,106,0,American Airlines,ATL,JFK,2023-09-10 03:05:00,2023-09-10,03:05:00,219,On-time,1342,0,1,2023-09-10,ATL,24.7,19.4,31.7,0.0,9.4,ATL-JFK
P1873,F1631,341.59,Leisure,Economy,0,Airport Kiosk,Window,99,0,JetBlue,DFW,ORD,2023-10-19 19:34:00,2023-10-19,19:34:00,85,On-time,1012,11,0,2023-10-19,DFW,22.0,14.4,30.6,0.0,11.0,DFW-ORD
P1874,F925,199.88,Business,Business,0,Desk,Middle,21,0,American Airlines,SFO,DFW,2025-03-11 22:52:00,2025-03-11,22:52:00,164,Delayed,1581,3,0,2025-03-11,SFO,12.8,7.8,17.8,0.0,14.0,SFO-DFW
P1875,F1250,248.42,Business,Economy,1,Mobile App,Window,43,0,Southwest,ORD,SFO,2025-02-28 05:12:00,2025-02-28,05:12:00,170,On-time,1253,18,0,2025-02-28,ORD,6.7,1.1,13.9,0.0,29.2,ORD-SFO
P1876,F260,235.99,Emergency,Business,0,Desk,Window,34,0,Delta,LAX,ATL,2023-12-10 07:37:00,2023-12-10,07:37:00,131,On-time,1377,2,0,2023-12-10,LAX,16.8,10.6,25.0,0.0,11.5,LAX-ATL
P1877,F1953,178.16,Emergency,First,0,Mobile App,Middle,57,0,American Airlines,DFW,ATL,2024-12-10 19:32:00,2024-12-10,19:32:00,115,On-time,1294,1,0,2024-12-10,DFW,8.3,5.6,11.1,0.0,24.3,DFW-ATL
P1878,F1304,367.92,Business,First,0,Online,Window,94,0,United,SEA,ORD,2025-01-07 06:05:00,2025-01-07,06:05:00,191,Cancelled,1100,5,0,2025-01-07,SEA,4.8,3.3,6.7,0.3,7.6,SEA-ORD
P1879,F521,408.35,Business,Economy,1,Desk,Aisle,83,0,Southwest,DFW,SEA,2024-09-21 17:44:00,2024-09-21,17:44:00,224,On-time,966,9,1,2024-09-21,DFW,30.5,25.0,35.0,0.0,16.9,DFW-SEA
P1880,F1381,153.48,Emergency,Economy,0,Desk,Window,72,0,American Airlines,DFW,ATL,2023-10-18 12:18:00,2023-10-18,12:18:00,153,On-time,862,2,0,2023-10-18,DFW,20.0,12.8,27.8,0.0,20.1,DFW-ATL
P1881,F486,381.8,Family,Economy,4,Desk,Window,71,0,Delta,ATL,DFW,2023-09-21 15:35:00,2023-09-21,15:35:00,109,On-time,1123,30,0,2023-09-21,ATL,23.1,18.9,28.3,0.0,14.4,ATL-DFW
P1882,F1289,286.03,Emergency,Economy,0,Online,Window,69,0,Southwest,JFK,DEN,2024-07-15 13:06:00,2024-07-15,13:06:00,276,On-time,1529,0,0,2024-07-15,JFK,25.7,22.2,28.9,7.6,15.1,JFK-DEN
P1883,F540,260.13,Family,Premium Economy,2,Airport Kiosk,Middle,7,0,American Airlines,LAX,DFW,2024-08-26 08:11:00,2024-08-26,08:11:00,234,On-time,1791,4,0,2024-08-26,LAX,21.3,17.8,26.1,0.0,11.2,LAX-DFW
P1884,F515,389.79,Business,Premium Economy,2,Airport Kiosk,Middle,16,0,JetBlue,JFK,SEA,2024-05-29 21:07:00,2024-05-29,21:07:00,182,Cancelled,1296,1,0,2024-05-29,JFK,21.2,16.7,24.4,7.9,16.6,JFK-SEA
P1885,F1041,228.6,Business,Premium Economy,2,Online,Middle,30,0,Southwest,SFO,JFK,2024-08-06 09:41:00,2024-08-06,09:41:00,100,Delayed,1697,7,0,2024-08-06,SFO,15.1,11.7,23.3,0.0,18.4,SFO-JFK
P1886,F1019,457.5,Leisure,Economy,1,Mobile App,Middle,79,0,Southwest,SEA,DEN,2025-03-09 20:20:00,2025-03-09,20:20:00,245,On-time,1182,3,0,2025-03-09,SEA,10.1,3.3,12.2,10.2,18.4,SEA-DEN
P1887,F1918,478.1,Family,Economy,1,Mobile App,Middle,100,0,Delta,LAX,JFK,2023-09-10 09:31:00,2023-09-10,09:31:00,166,On-time,1327,13,0,2023-09-10,LAX,24.4,20.6,30.6,0.0,11.9,LAX-JFK
P1888,F670,346.46,Family,Premium Economy,0,Desk,Aisle,115,0,JetBlue,JFK,JFK,2024-02-07 02:13:00,2024-02-07,02:13:00,29,On-time,703,2,1,2024-02-07,JFK,2.8,-1.6,8.9,0.0,11.2,JFK-JFK
P1889,F1993,329.12,Leisure,Economy,1,Airport Kiosk,Window,91,0,American Airlines,ATL,ORD,2024-05-06 07:46:00,2024-05-06,07:46:00,173,On-time,950,11,0,2024-05-06,ATL,23.7,19.4,30.0,0.3,10.8,ATL-ORD
P1890,F1029,376.96,Family,Economy,1,Mobile App,Window,109,0,JetBlue,SEA,SEA,2024-04-26 02:25:00,2024-04-26,02:25:00,261,On-time,1094,6,0,2024-04-26,SEA,10.9,9.4,16.1,2.0,11.5,SEA-SEA
P1891,F1503,399.82,Leisure,Economy,0,Desk,Middle,91,0,Southwest,DFW,JFK,2025-02-16 16:26:00,2025-02-16,16:26:00,308,On-time,961,14,0,2025-02-16,DFW,2.6,-1.1,7.8,0.0,22.5,DFW-JFK
P1892,F1880,421.58,Family,Premium Economy,0,Airport Kiosk,Middle,2,0,Southwest,JFK,SFO,2024-02-22 13:48:00,2024-02-22,13:48:00,197,On-time,1491,5,0,2024-02-22,JFK,2.6,0.6,5.0,1.3,13.7,JFK-SFO
P1893,F833,537.23,Family,Premium Economy,1,Airport Kiosk,Window,32,0,Delta,SEA,DEN,2025-03-21 02:28:00,2025-03-21,02:28:00,191,On-time,1152,44,0,2025-03-21,SEA,8.0,3.9,11.1,5.8,20.5,SEA-DEN
P1894,F563,432.87,Emergency,Economy,0,Mobile App,Middle,63,0,Southwest,SEA,SFO,2023-12-06 14:02:00,2023-12-06,14:02:00,193,Cancelled,1274,24,0,2023-12-06,SEA,9.3,7.8,10.0,8.9,6.1,SEA-SFO
P1895,F162,301.96,Family,Economy,2,Mobile App,Middle,34,0,Southwest,DFW,SFO,2023-08-15 18:05:00,2023-08-15,18:05:00,147,On-time,1349,6,0,2023-08-15,DFW,29.2,24.4,34.4,0.0,15.8,DFW-SFO
P1896,F1327,534.27,Leisure,Business,3,Online,Aisle,86,0,American Airlines,DFW,SEA,2023-07-06 09:01:00,2023-07-06,09:01:00,290,On-time,1272,1,0,2023-07-06,DFW,31.3,27.2,36.1,0.0,15.8,DFW-SEA
P1897,F852,476.97,Family,Economy,2,Mobile App,Window,81,0,American Airlines,JFK,ATL,2023-11-23 13:01:00,2023-11-23,13:01:00,151,On-time,867,9,0,2023-11-23,JFK,9.7,7.2,11.7,0.0,23.0,JFK-ATL
P1898,F264,358.41,Business,Economy,0,Desk,Aisle,83,0,Southwest,SFO,SFO,2024-12-19 08:29:00,2024-12-19,08:29:00,242,On-time,1197,2,0,2024-12-19,SFO,11.1,7.2,14.4,0.0,11.9,SFO-SFO
P1899,F421,349.96,Emergency,Economy,3,Online,Window,0,0,JetBlue,LAX,ATL,2024-12-06 14:44:00,2024-12-06,14:44:00,154,Delayed,1013,14,1,2024-12-06,LAX,11.8,8.9,17.2,0.0,6.1,LAX-ATL
P1900,F1108,361.75,Business,Economy,1,Desk,Aisle,35,0,JetBlue,JFK,JFK,2024-02-15 15:14:00,2024-02-15,15:14:00,255,On-time,1102,2,0,2024-02-15,JFK,-0.8,-3.2,2.2,0.0,20.2,JFK-JFK
P1901,F1866,262.94,Business,Economy,3,Airport Kiosk,Middle,45,0,JetBlue,JFK,ATL,2024-03-16 18:57:00,2024-03-16,18:57:00,171,On-time,1484,28,0,2024-03-16,JFK,10.5,6.1,12.8,0.0,18.0,JFK-ATL
P1902,F1127,364.7,Business,Economy,0,Online,Window,20,0,American Airlines,LAX,JFK,2024-04-20 22:51:00,2024-04-20,22:51:00,77,On-time,1121,7,0,2024-04-20,LAX,15.0,13.3,18.3,0.0,13.0,LAX-JFK
P1903,F434,475.1,Emergency,Premium Economy,0,Mobile App,Middle,118,0,Southwest,SFO,JFK,2024-11-26 06:59:00,2024-11-26,06:59:00,140,On-time,892,8,1,2024-11-26,SFO,12.9,10.6,14.4,2.8,7.2,SFO-JFK
P1904,F1000,342.28,Leisure,Economy,0,Online,Middle,113,0,Southwest,DFW,JFK,2023-12-05 07:04:00,2023-12-05,07:04:00,106,On-time,1215,8,1,2023-12-05,DFW,12.3,4.4,21.1,0.0,7.1,DFW-JFK
P1905,F79,308.83,Family,Economy,3,Desk,Aisle,28,0,Southwest,JFK,DEN,2025-02-07 10:57:00,2025-02-07,10:57:00,179,On-time,1092,16,0,2025-02-07,JFK,5.1,-0.5,8.9,0.0,26.3,JFK-DEN
P1906,F1838,338.33,Emergency,Premium Economy,2,Mobile App,Window,84,1,American Airlines,JFK,SEA,2024-09-21 11:46:00,2024-09-21,11:46:00,121,Delayed,1467,14,0,2024-09-21,JFK,21.6,17.8,27.2,0.0,20.2,JFK-SEA
P1907,F1219,269.8,Business,Business,0,Airport Kiosk,Aisle,95,0,JetBlue,LAX,ORD,2023-07-06 08:06:00,2023-07-06,08:06:00,152,On-time,1125,2,0,2023-07-06,LAX,17.4,15.6,21.1,0.0,11.9,LAX-ORD
P1908,F1004,341.62,Emergency,Economy,1,Mobile App,Window,82,0,American Airlines,DFW,LAX,2023-11-10 21:43:00,2023-11-10,21:43:00,181,On-time,1500,2,0,2023-11-10,DFW,12.9,10.6,16.1,,17.1,DFW-LAX
P1909,F1020,602.44,Emergency,Economy,0,Airport Kiosk,Aisle,98,0,Delta,DEN,LAX,2024-02-10 14:56:00,2024-02-10,14:56:00,225,On-time,1733,9,0,2024-02-10,DEN,-0.8,-4.9,0.0,4.3,19.8,DEN-LAX
P1910,F1090,463.93,Leisure,Business,1,Desk,Aisle,7,0,American Airlines,JFK,JFK,2024-06-12 10:43:00,2024-06-12,10:43:00,216,On-time,801,2,0,2024-06-12,JFK,20.2,16.7,23.3,0.0,15.5,JFK-JFK
P1911,F1625,186.29,Leisure,Business,0,Mobile App,Middle,9,0,American Airlines,ORD,DFW,2025-04-19 23:58:00,2025-04-19,23:58:00,269,On-time,1352,21,0,2025-04-19,ORD,13.6,6.7,15.6,0.0,11.2,ORD-DFW
P1912,F1346,501.86,Family,Economy,0,Airport Kiosk,Middle,85,0,Southwest,SEA,SEA,2025-04-21 11:44:00,2025-04-21,11:44:00,257,On-time,1429,13,1,2025-04-21,SEA,9.1,6.1,13.9,0.0,10.8,SEA-SEA
P1913,F1440,268.48,Emergency,Economy,1,Mobile App,Aisle,34,0,Delta,LAX,SEA,2023-11-30 06:03:00,2023-11-30,06:03:00,277,On-time,1222,18,0,2023-11-30,LAX,14.4,10.6,18.3,0.0,10.1,LAX-SEA
P1914,F917,462.25,Leisure,Economy,0,Airport Kiosk,Aisle,17,0,United,SEA,SEA,2023-09-17 02:42:00,2023-09-17,02:42:00,215,On-time,1303,26,0,2023-09-17,SEA,16.2,12.8,21.1,0.0,10.8,SEA-SEA
P1915,F1222,90.99,Business,Economy,0,Airport Kiosk,Window,8,0,Southwest,DFW,SFO,2024-05-16 12:49:00,2024-05-16,12:49:00,59,Delayed,898,18,1,2024-05-16,DFW,21.5,18.9,26.1,,19.3,DFW-SFO
P1916,F732,390.21,Family,First,2,Mobile App,Window,6,0,United,DFW,ATL,2023-11-15 15:25:00,2023-11-15,15:25:00,137,On-time,1023,0,0,2023-11-15,DFW,16.0,10.6,22.8,0.0,4.2,DFW-ATL
P1917,F996,88.75,Leisure,Economy,0,Airport Kiosk,Window,92,0,American Airlines,ATL,LAX,2023-12-26 20:57:00,2023-12-26,20:57:00,286,On-time,1094,23,0,2023-12-26,ATL,16.4,11.7,17.2,6.9,12.2,ATL-LAX
P1918,F1673,401.05,Emergency,Business,0,Mobile App,Aisle,32,0,Delta,DFW,DFW,2024-01-21 02:50:00,2024-01-21,02:50:00,284,On-time,1661,5,0,2024-01-21,DFW,1.7,0.0,4.4,,20.6,DFW-DFW
P1919,F792,348.65,Business,Business,0,Airport Kiosk,Aisle,116,0,American Airlines,DFW,SEA,2024-11-05 18:53:00,2024-11-05,18:53:00,155,On-time,1141,7,0,2024-11-05,DFW,17.2,15.0,20.0,0.0,15.2,DFW-SEA
P1920,F1669,529.75,Emergency,Business,0,Airport Kiosk,Aisle,29,0,Southwest,ATL,DEN,2025-03-16 09:10:00,2025-03-16,09:10:00,170,On-time,863,5,0,2025-03-16,ATL,20.4,9.4,23.3,11.2,22.0,ATL-DEN
P1921,F759,424.19,Business,Business,3,Airport Kiosk,Middle,29,0,Delta,LAX,ORD,2024-11-10 15:23:00,2024-11-10,15:23:00,203,On-time,1045,16,0,2024-11-10,LAX,15.4,10.0,21.7,0.0,7.9,LAX-ORD
P1922,F693,419.14,Family,Business,1,Desk,Aisle,6,0,American Airlines,LAX,SEA,2023-12-23 09:22:00,2023-12-23,09:22:00,224,On-time,1474,4,0,2023-12-23,LAX,15.2,10.6,18.9,0.0,9.4,LAX-SEA
P1923,F1217,325.92,Family,Economy,0,Airport Kiosk,Aisle,26,1,United,DEN,SFO,2024-03-26 13:35:00,2024-03-26,13:35:00,115,Delayed,1012,3,1,2024-03-26,DEN,-3.4,-12.1,6.7,0.0,8.6,DEN-SFO
P1924,F277,320.71,Emergency,Economy,1,Airport Kiosk,Middle,107,0,American Airlines,LAX,SFO,2024-10-08 05:15:00,2024-10-08,05:15:00,180,On-time,1189,24,0,2024-10-08,LAX,16.6,15.0,20.6,0.0,10.1,LAX-SFO
P1925,F1446,222.59,Business,Economy,1,Mobile App,Middle,107,0,American Airlines,ATL,LAX,2024-12-28 22:16:00,2024-12-28,22:16:00,132,On-time,1338,6,0,2024-12-28,ATL,9.4,8.3,12.8,12.7,14.8,ATL-LAX
P1926,F1379,217.76,Business,Business,0,Desk,Aisle,19,0,American Airlines,ORD,DEN,2025-03-04 08:30:00,2025-03-04,08:30:00,217,On-time,1279,1,0,2025-03-04,ORD,7.6,6.1,8.9,16.3,19.8,ORD-DEN
P1927,F495,502.43,Family,Economy,3,Airport Kiosk,Aisle,88,0,American Airlines,JFK,DEN,2023-06-21 13:52:00,2023-06-21,13:52:00,145,Delayed,1093,5,0,2023-06-21,JFK,18.3,15.6,22.2,0.0,23.4,JFK-DEN
P1928,F1571,386.11,Business,Business,1,Desk,Middle,39,0,United,JFK,SFO,2024-02-10 10:53:00,2024-02-10,10:53:00,148,On-time,961,8,1,2024-02-10,JFK,6.6,2.2,12.8,0.0,10.8,JFK-SFO
P1929,F249,456.83,Family,Economy,0,Mobile App,Middle,91,0,United,DEN,DFW,2023-09-09 23:52:00,2023-09-09,23:52:00,131,On-time,1592,1,0,2023-09-09,DEN,23.8,13.9,31.1,0.0,14.8,DEN-DFW
P1930,F809,432.6,Leisure,Economy,3,Mobile App,Middle,102,0,United,ATL,ORD,2024-05-04 04:21:00,2024-05-04,04:21:00,228,On-time,1024,3,0,2024-05-04,ATL,23.0,17.8,26.7,0.8,9.4,ATL-ORD
P1931,F1555,416.4,Leisure,Economy,1,Mobile App,Aisle,25,0,Delta,SEA,JFK,2025-01-31 00:06:00,2025-01-31,00:06:00,38,On-time,907,14,0,2025-01-31,SEA,6.2,3.9,10.0,18.0,18.7,SEA-JFK
P1932,F448,344.46,Family,Economy,2,Desk,Window,113,0,Southwest,ATL,SFO,2024-03-31 05:48:00,2024-03-31,05:48:00,242,On-time,1760,15,0,2024-03-31,ATL,19.6,13.3,26.7,0.0,13.0,ATL-SFO
P1933,F980,409.29,Family,Economy,2,Mobile App,Aisle,109,0,Delta,DFW,SFO,2023-05-20 08:17:00,2023-05-20,08:17:00,159,On-time,985,8,0,2023-05-20,DFW,21.1,17.2,25.0,0.0,21.1,DFW-SFO
P1934,F947,195.9,Emergency,Economy,2,Online,Aisle,64,0,Delta,DEN,SEA,2024-12-17 23:41:00,2024-12-17,23:41:00,103,On-time,734,5,0,2024-12-17,DEN,2.4,-4.3,11.7,0.0,15.1,DEN-SEA
P1935,F1871,415.27,Family,Economy,0,Online,Aisle,113,0,Southwest,DEN,ORD,2024-01-24 01:41:00,2024-01-24,01:41:00,228,On-time,1291,2,0,2024-01-24,DEN,3.6,-3.2,11.1,0.0,11.5,DEN-ORD
P1936,F651,367.15,Business,Premium Economy,0,Airport Kiosk,Window,1,0,Southwest,LAX,JFK,2024-03-10 08:49:00,2024-03-10,08:49:00,165,Delayed,1410,0,0,2024-03-10,LAX,13.8,9.4,17.8,0.0,11.2,LAX-JFK
