Passenger_ID,Age,Gender,Income_Level,Frequent_Flyer_Status
P2292,35,Male,Medium,Gold
P2293,75,Male,Low,
P2294,28,Male,Low,
P2295,64,Male,High,Platinum
P2296,75,Male,Medium,Silver
P2297,44,Male,Medium,
P2298,42,Female,Medium,Platinum
P2299,62,Female,Medium,
P2300,63,Female,Medium,Silver
P2301,66,Male,High,Platinum
P2302,27,Female,High,Silver
P2303,74,Male,Low,
P2304,78,Female,Medium,Platinum
P2305,54,Male,High,
P2306,70,Male,Medium,
P2307,76,Male,Low,Silver
P2308,54,Female,Medium,
P2309,73,Male,Low,Gold
P2310,36,Female,Low,Gold
P2311,36,Male,Low,Silver
P2312,71,Female,Medium,Silver
P2313,53,Female,Medium,Silver
P2314,53,Female,Low,
P2315,43,Female,Low,
P2316,64,Male,Low,
P2317,72,Female,Medium,
P2318,67,Male,Medium,
P2319,50,Male,Low,
P2320,23,Female,Low,Gold
P2321,76,Male,Medium,
P2322,37,Male,Low,Gold
P2323,70,Male,High,
P2324,68,Male,High,
P2325,62,Male,Low,Silver
P2326,76,Male,Low,
P2327,54,Female,Medium,Gold
P2328,77,Male,Medium,
P2329,59,Male,Low,
P2330,24,Female,High,
P2331,36,Male,Low,
P2332,49,Male,Low,Gold
P2333,26,Male,Medium,Platinum
P2334,79,Male,Medium,Gold
P2335,51,Male,Low,Silver
P2336,44,Female,Low,
P2337,32,Male,High,Silver
P2338,53,Female,High,
P2339,18,Female,Low,
P2340,47,Male,Low,
P2341,66,Male,Low,Platinum
P2342,60,Female,High,
P2343,49,Male,High,
P2344,40,Male,Medium,Silver
P2345,62,Female,High,
P2346,24,Female,Low,Silver
P2347,75,Female,Low,
P2348,23,Female,Low,Platinum
P2349,50,Female,High,Silver
P2350,37,Male,Medium,
P2351,28,Female,Low,Gold
P2352,21,Male,High,
P2353,74,Male,Low,
P2354,74,Male,Medium,Silver
P2355,59,Male,Low,Platinum
P2356,54,Male,Medium,
P2357,50,Male,Low,
P2358,18,Female,Medium,
P2359,27,Female,Medium,Silver
P2360,57,Female,Medium,Silver
P2361,57,Female,Low,
P2362,45,Female,Medium,Silver
P2363,29,Female,Medium,Gold
P2364,24,Male,Low,Silver
P2365,70,Female,Low,
P2366,20,Male,Medium,
P2367,73,Female,High,Platinum
P2368,33,Female,Low,Silver
P2369,22,Female,Low,Gold
P2370,77,Male,Medium,Gold
P2371,19,Male,Medium,Silver
P2372,57,Female,High,
P2373,27,Female,High,
P2374,23,Female,High,Gold
P2375,58,Female,Low,Gold
P2376,32,Female,Low,
P2377,20,Female,Low,Silver
P2378,43,Female,High,Platinum
P2379,32,Male,Low,
P2380,22,Female,Medium,Silver
P2381,76,Male,Medium,Silver
P2382,45,Female,Medium,
P2383,71,Male,Low,
P2384,61,Female,High,Platinum
P2385,29,Male,High,Platinum
P2386,27,Female,Low,
P2387,43,Female,Medium,Silver
P2388,59,Female,Medium,
P2389,37,Female,Medium,
P2390,77,Female,High,Silver
P2391,42,Male,Medium,
P2392,23,Female,Low,Gold
P2393,41,Female,Medium,
P2394,22,Female,High,
P2395,48,Male,Medium,
P2396,36,Male,Medium,Silver
P2397,63,Male,Medium,
P2398,67,Male,Low,Platinum
P2399,25,Female,High,
P2400,49,Female,Medium,Silver
P2401,21,Male,Low,Silver
P2402,69,Female,Medium,Platinum
P2403,25,Male,High,
P2404,62,Female,Medium,
P2405,76,Male,High,Silver
P2406,62,Male,Medium,Silver
P2407,45,Male,High,
P2408,63,Male,Medium,
P2409,60,Male,Low,
P2410,58,Male,Low,Silver
P2411,78,Female,Medium,
P2412,68,Female,High,Silver
P2413,30,Female,Low,Silver
P2414,23,Male,Medium,Gold
P2415,50,Female,Low,
P2416,37,Female,Low,
P2417,69,Male,Medium,
P2418,54,Male,Medium,Silver
P2419,27,Female,High,Silver
P2420,56,Female,Low,Silver
P2421,65,Male,Medium,Gold
P2422,72,Female,Medium,
P2423,50,Female,Medium,
P2424,49,Male,Low,Silver
P2425,58,Female,Low,Gold
P2426,52,Male,High,
P2427,31,Female,Medium,Silver
P2428,37,Female,Medium,Silver
P2429,79,Female,Medium,
P2430,21,Female,Low,Silver
P2431,40,Male,Medium,
P2432,25,Male,High,Silver
P2433,18,Female,Medium,Silver
P2434,77,Male,Low,
P2435,62,Female,Medium,
P2436,55,Male,Medium,Silver
P2437,64,Male,Medium,Silver
P2438,56,Male,High,
P2439,22,Female,Low,
P2440,21,Female,Medium,
P2441,26,Male,Low,Gold
P2442,44,Female,Medium,Platinum
P2443,54,Male,High,
P2444,44,Female,High,Silver
P2445,53,Male,Low,
P2446,76,Male,Medium,Platinum
P2447,64,Female,Medium,
P2448,45,Female,Medium,Silver
P2449,39,Male,Low,
P2450,21,Male,Low,
P2451,62,Male,Low,
P2452,21,Male,Low,Silver
P2453,19,Female,High,Gold
P2454,22,Male,Low,
P2455,36,Female,High,
P2456,28,Male,Medium,Silver
P2457,19,Female,Low,Silver
P2458,78,Male,Medium,Silver
P2459,47,Female,High,
P2460,29,Female,Low,Silver
P2461,28,Male,Medium,
P2462,44,Male,High,Silver
P2463,77,Female,Low,Silver
P2464,40,Female,High,
P2465,40,Female,Low,
P2466,58,Female,Medium,Silver
P2467,58,Female,Medium,Platinum
P2468,25,Female,High,Silver
P2469,71,Female,Medium,
P2470,75,Female,Medium,Silver
P2471,36,Male,Low,
P2472,34,Female,Low,Platinum
P2473,58,Female,Low,Platinum
P2474,27,Male,Low,
P2475,48,Female,Medium,
P2476,76,Female,Medium,
P2477,65,Male,Medium,Silver
P2478,58,Female,Medium,
P2479,72,Male,Low,Gold
P2480,32,Female,Medium,Platinum
P2481,79,Male,Medium,Platinum
P2482,73,Male,Low,Silver
P2483,33,Male,Medium,Silver
P2484,34,Female,High,Silver
P2485,37,Male,Medium,
P2486,31,Female,Medium,
P2487,31,Female,Medium,
P2488,21,Female,Medium,Silver
P2489,20,Male,High,
P2490,45,Male,Low,Silver
P2491,74,Male,Low,
P2492,44,Female,Medium,
P2493,72,Male,Low,
P2494,60,Male,High,Gold
P2495,51,Female,Medium,Gold
P2496,48,Female,Medium,Silver
P2497,65,Male,Medium,Silver
P2498,47,Female,Low,Silver
P2499,49,Male,Medium,Platinum
P2500,78,Female,Medium,
P2501,25,Male,Medium,
P2502,70,Female,High,Silver
P2503,48,Male,Low,
P2504,47,Female,High,
P2505,23,Female,Low,Platinum
P2506,45,Male,Medium,Silver
P2507,70,Male,Medium,
P2508,65,Female,Medium,
P2509,28,Male,Medium,
P2510,45,Male,Medium,
P2511,78,Male,Medium,
P2512,46,Male,Medium,
P2513,33,Male,Medium,Platinum
P2514,51,Male,Low,Silver
P2515,78,Female,High,
P2516,21,Female,Medium,Silver
P2517,55,Male,Medium,
P2518,26,Female,High,
P2519,26,Male,High,
P2520,62,Female,Low,
P2521,49,Female,Medium,
P2522,36,Female,Medium,
P2523,65,Male,Low,
P2524,51,Female,Medium,Gold
P2525,66,Female,High,
P2526,35,Female,Medium,Silver
P2527,64,Male,Low,
P2528,52,Female,Medium,Silver
P2529,22,Male,Low,Silver
P2530,64,Female,High,
P2531,59,Female,Low,Platinum
P2532,23,Female,Medium,Platinum
P2533,31,Female,Low,Silver
P2534,53,Male,Low,
P2535,41,Female,Medium,Silver
P2536,57,Male,High,
P2537,42,Female,High,
P2538,54,Female,High,Silver
P2539,68,Female,Low,Silver
P2540,46,Male,High,
P2541,79,Male,High,
P2542,51,Male,High,
P2543,79,Female,Low,
P2544,70,Male,Medium,Silver
P2545,26,Female,Low,
P2546,65,Female,Medium,
P2547,79,Male,Medium,
P2548,77,Male,High,
P2549,50,Female,Low,Silver
P2550,60,Female,Medium,
P2551,60,Male,Medium,
P2552,52,Female,Low,Silver
P2553,57,Male,Low,
P2554,57,Female,Medium,
P2555,25,Female,High,
P2556,23,Male,Medium,
P2557,49,Female,Medium,
P2558,19,Female,High,Silver
P2559,58,Female,High,Silver
P2560,72,Male,Medium,
P2561,36,Female,High,
P2562,60,Female,Medium,
P2563,69,Female,Medium,Silver
P2564,30,Male,Medium,Silver
P2565,19,Male,Medium,Platinum
P2566,47,Female,Medium,
P2567,39,Female,Low,
P2568,78,Male,Medium,
P2569,32,Female,Low,
P2570,19,Male,Medium,
P2571,69,Male,Low,
P2572,68,Male,High,
P2573,20,Male,Medium,
P2574,64,Male,Low,Platinum
P2575,60,Male,High,
P2576,25,Male,Medium,Silver
P2577,41,Female,Medium,Silver
P2578,61,Male,Low,
P2579,67,Female,Medium,
P2580,19,Male,High,Platinum
P2581,45,Female,Medium,
P2582,22,Female,Low,
P2583,38,Female,High,Silver
P2584,28,Male,Medium,Platinum
P2585,60,Female,High,
P2586,24,Male,Medium,Silver
P2587,34,Female,High,Silver
P2588,29,Male,Low,
P2589,46,Male,Medium,
P2590,21,Male,Medium,Gold
P2591,73,Male,Medium,
P2592,68,Male,Medium,
P2593,43,Male,Medium,Silver
P2594,40,Female,High,Silver
P2595,25,Male,Low,
P2596,45,Male,Medium,
P2597,39,Female,Low,
P2598,38,Male,Low,
P2599,66,Male,Medium,
P2600,37,Male,High,
P2601,18,Male,Medium,
P2602,56,Female,High,
P2603,51,Female,High,
P2604,37,Male,Low,
P2605,49,Male,High,Silver
P2606,76,Female,Medium,
P2607,25,Male,Medium,
P2608,31,Female,Low,
P2609,55,Male,Low,
P2610,65,Female,Medium,Silver
P2611,56,Male,High,Silver
P2612,67,Male,Medium,Gold
P2613,28,Male,Medium,
P2614,67,Female,Medium,
P2615,29,Female,Medium,Gold
P2616,60,Male,Low,
P2617,63,Male,Medium,Platinum
P2618,39,Male,Low,
P2619,58,Male,Medium,Silver
P2620,76,Male,Low,
P2621,40,Female,High,Silver
P2622,65,Male,High,
P2623,36,Male,Medium,Silver
P2624,29,Male,High,
P2625,28,Female,Low,Silver
P2626,22,Male,Low,
P2627,24,Male,Medium,
P2628,56,Male,High,Silver
P2629,55,Male,Low,
P2630,44,Female,Medium,Silver
P2631,67,Female,High,Platinum
P2632,70,Female,High,
P2633,38,Female,Low,Silver
P2634,75,Female,Medium,Silver
P2635,56,Female,Medium,Platinum
P2636,48,Female,Low,Gold
P2637,42,Female,Medium,
P2638,56,Male,Medium,Platinum
P2639,51,Female,Medium,
P2640,77,Male,Medium,
P2641,24,Male,Low,
P2642,36,Male,Low,Silver
P2643,25,Female,Medium,Silver
P2644,78,Female,Medium,Platinum
P2645,19,Male,High,
P2646,56,Female,Medium,
P2647,34,Female,Medium,
P2648,71,Female,Medium,
P2649,31,Male,Medium,Gold
P2650,38,Male,Low,Silver
P2651,36,Male,Low,Silver
P2652,38,Male,Medium,Silver
P2653,72,Female,High,
P2654,50,Male,Low,Gold
P2655,34,Female,Low,
P2656,58,Male,Medium,
P2657,19,Female,Medium,Gold
P2658,78,Male,High,
P2659,67,Female,Medium,
P2660,75,Male,High,Silver
P2661,21,Male,Medium,
P2662,78,Female,Low,Silver
P2663,28,Female,Low,
P2664,18,Female,Medium,Silver
P2665,58,Male,Medium,
P2666,57,Female,High,Gold
P2667,58,Female,Medium,Silver
P2668,78,Male,High,
P2669,77,Male,Low,Gold
P2670,18,Male,Medium,Silver
P2671,63,Female,Medium,Gold
P2672,61,Male,Medium,
P2673,42,Male,Low,Silver
P2674,27,Female,Medium,Silver
P2675,61,Female,High,
P2676,27,Male,Medium,
P2677,38,Female,Medium,Platinum
P2678,32,Male,High,Gold
P2679,33,Female,Medium,
P2680,35,Female,Medium,Platinum
P2681,42,Female,Medium,Silver
P2682,42,Male,Medium,
P2683,59,Male,Medium,
P2684,30,Male,Medium,
P2685,63,Male,High,
P2686,64,Male,Medium,Gold
P2687,47,Male,Medium,
P2688,52,Male,Low,Gold
P2689,66,Male,Low,
P2690,46,Female,Medium,
P2691,64,Female,Medium,Silver
P2692,64,Male,Medium,
P2693,43,Female,High,Platinum
P2694,68,Female,Medium,Silver
P2695,22,Female,High,Silver
P2696,66,Male,Medium,
P2697,22,Male,Low,
P2698,32,Male,Medium,Platinum
P2699,27,Female,Medium,
P2700,55,Male,Medium,
P2701,18,Female,Low,Silver
P2702,60,Female,Low,
P2703,28,Female,Medium,Silver
P2704,73,Female,Medium,Silver
P2705,59,Female,Low,
P2706,46,Male,Medium,
P2707,73,Male,Medium,
P2708,38,Male,Medium,
P2709,24,Male,Low,Gold
P2710,51,Female,High,Silver
P2711,33,Male,Medium,Platinum
P2712,50,Female,Low,
P2713,53,Female,Low,
P2714,73,Male,Low,
P2715,52,Male,Low,
P2716,63,Male,Medium,Gold
P2717,65,Male,Medium,Platinum
P2718,67,Female,Medium,Gold
P2719,22,Female,Low,
P2720,27,Male,Medium,
P2721,23,Female,Medium,Silver
P2722,50,Male,Medium,Gold
P2723,59,Female,Medium,Gold
P2724,34,Male,Medium,
P2725,36,Male,Medium,
P2726,44,Female,Low,Gold
P2727,34,Male,Medium,
P2728,27,Male,High,
P2729,77,Female,Medium,
P2730,51,Female,High,Gold
P2731,36,Male,High,
P2732,28,Male,High,Gold
P2733,71,Female,High,Silver
P2734,42,Male,Medium,
P2735,20,Female,Medium,Gold
P2736,53,Male,Medium,Silver
P2737,52,Female,High,
P2738,40,Male,Low,
P2739,46,Male,Medium,Silver
P2740,71,Female,Low,Silver
P2741,47,Female,High,
P2742,29,Male,Low,
P2743,44,Male,Low,Gold
P2744,72,Male,Medium,Platinum
P2745,70,Male,Medium,
P2746,57,Male,Medium,
P2747,73,Male,High,Gold
P2748,20,Male,Medium,Gold
P2749,75,Male,High,Silver
P2750,54,Female,High,Gold
P2751,29,Male,Low,
P2752,67,Male,High,Gold
P2753,72,Female,Medium,
P2754,18,Female,Low,
P2755,45,Male,Medium,
P2756,56,Female,Medium,Silver
P2757,23,Male,Medium,Gold
P2758,26,Male,Low,
P2759,52,Female,High,
P2760,37,Female,Medium,Silver
P2761,79,Female,Low,
P2762,73,Female,High,Silver
P2763,68,Female,High,
P2764,67,Female,Medium,Silver
P2765,75,Male,Medium,Silver
P2766,22,Male,High,
P2767,54,Female,High,
P2768,23,Female,High,Silver
P2769,77,Female,High,Platinum
P2770,62,Male,Medium,Silver
P2771,56,Female,High,Gold
P2772,18,Male,Medium,
P2773,64,Male,Medium,
P2774,44,Male,Low,
P2775,44,Male,Low,Gold
P2776,63,Female,Medium,
P2777,31,Female,Low,
P2778,73,Male,Medium,
P2779,60,Female,Medium,Platinum
P2780,29,Male,Medium,
P2781,49,Female,High,
P2782,50,Male,Low,Gold
P2783,19,Male,High,
P2784,44,Male,Low,Platinum
P2785,26,Female,Low,
P2786,47,Female,Medium,
P2787,68,Female,Low,
P2788,46,Female,Medium,
P2789,28,Female,Medium,
P2790,19,Male,Low,Silver
P2791,31,Male,Medium,
P2792,64,Male,Low,Silver
P2793,65,Female,Low,
P2794,48,Male,Medium,Silver
P2795,34,Male,Low,Silver
P2796,37,Female,Low,Silver
P2797,44,Male,Low,Gold
P2798,27,Female,Low,
P2799,20,Male,Medium,Gold
P2800,38,Male,Medium,
P2801,77,Male,Medium,Gold
P2802,27,Male,Medium,
P2803,65,Female,High,
P2804,62,Female,Medium,
P2805,59,Female,Medium,
P2806,53,Male,Medium,
P2807,73,Male,Medium,
P2808,52,Female,High,
P2809,65,Male,Medium,
P2810,49,Female,Medium,
P2811,24,Male,Low,Platinum
P2812,53,Male,Low,Silver
P2813,65,Male,Low,
P2814,37,Male,Low,Platinum
P2815,49,Female,Low,Silver
P2816,24,Female,High,Gold
P2817,35,Female,Low,
P2818,29,Male,Medium,Silver
P2819,69,Female,Low,Gold
P2820,34,Female,Medium,
P2821,70,Male,Low,Gold
P2822,52,Female,High,
P2823,47,Female,Medium,
P2824,57,Female,Medium,Platinum
P2825,60,Male,Medium,
P2826,30,Male,Medium,Platinum
P2827,29,Female,High,Gold
P2828,34,Female,Low,
P2829,49,Female,Low,
P2830,43,Male,High,
P2831,53,Male,Medium,Silver
P2832,59,Female,High,Gold
P2833,53,Male,Low,
P2834,60,Male,High,Platinum
P2835,57,Male,High,Gold
P2836,39,Male,Low,Platinum
P2837,53,Female,Medium,Silver
P2838,29,Male,High,Gold
P2839,43,Female,Low,Gold
P2840,78,Female,Low,
P2841,63,Female,High,
P2842,23,Male,High,Platinum
P2843,77,Female,Medium,Platinum
P2844,46,Male,Medium,Platinum
P2845,74,Male,High,Gold
P2846,69,Male,Medium,
P2847,44,Female,Medium,Gold
P2848,73,Female,Medium,Gold
P2849,47,Male,Low,Silver
P2850,36,Male,Low,
P2851,28,Female,Medium,
P2852,56,Female,Medium,Gold
P2853,47,Female,Medium,Silver
P2854,63,Male,High,Silver
P2855,44,Male,High,Platinum
P2856,39,Male,Medium,Silver
P2857,25,Male,Low,Silver
P2858,48,Male,Low,Platinum
P2859,40,Male,Medium,Gold
P2860,37,Female,Medium,
P2861,66,Male,Low,
P2862,29,Female,Medium,
P2863,67,Male,Medium,Gold
P2864,74,Female,High,
P2865,46,Male,Low,
P2866,46,Male,Low,Platinum
P2867,60,Female,Medium,
P2868,59,Male,Low,Silver
P2869,57,Male,Medium,
P2870,44,Male,Medium,Platinum
P2871,48,Female,Medium,
P2872,42,Female,Medium,
P2873,29,Male,High,
P2874,61,Male,High,Silver
P2875,29,Male,High,Silver
P2876,42,Male,Medium,Silver
P2877,18,Male,High,
P2878,61,Female,Low,Silver
P2879,40,Male,Low,
P2880,55,Female,Medium,
P2881,41,Female,Medium,Gold
P2882,78,Female,Medium,Platinum
P2883,18,Male,Medium,
P2884,29,Male,Medium,Silver
P2885,57,Male,Medium,Platinum
P2886,77,Female,Medium,
P2887,38,Male,Low,Silver
P2888,22,Female,High,
P2889,34,Female,Low,Gold
P2890,72,Male,Low,
P2891,44,Female,Low,
P2892,32,Male,Medium,Silver
P2893,77,Male,High,
P2894,28,Male,Medium,Silver
P2895,37,Female,Low,
P2896,33,Male,Medium,
P2897,34,Male,Medium,Gold
P2898,42,Male,Medium,
P2899,67,Male,High,Platinum
P2900,29,Male,Low,Gold
P2901,40,Male,Low,
P2902,59,Female,Medium,Gold
P2903,53,Female,Medium,
P2904,33,Female,High,
P2905,26,Female,Low,
P2906,32,Male,Medium,Silver
P2907,32,Male,Medium,
P2908,18,Male,Medium,Gold
P2909,50,Male,Medium,Platinum
P2910,69,Male,Medium,Platinum
P2911,39,Male,Medium,
P2912,79,Female,Medium,
P2913,78,Female,High,
P2914,66,Male,Medium,Gold
P2915,59,Male,High,Platinum
P2916,66,Female,Medium,
P2917,67,Female,Low,
P2918,34,Female,Low,
P2919,43,Female,Low,Silver
P2920,51,Female,High,Gold
P2921,19,Female,Low,
P2922,57,Male,Low,
P2923,49,Male,Medium,
P2924,20,Male,Medium,Silver
P2925,37,Female,Low,
P2926,74,Male,High,
P2927,66,Female,Medium,Silver
P2928,24,Female,Medium,
P2929,72,Male,Medium,Gold
P2930,34,Female,Medium,Platinum
P2931,46,Male,Medium,Platinum
P2932,79,Female,Medium,
P2933,51,Male,Low,Silver
P2934,53,Male,Medium,Gold
P2935,35,Male,Medium,Silver
P2936,55,Male,Medium,
P2937,43,Male,Low,Silver
P2938,19,Female,Medium,
P2939,73,Male,Low,
P2940,40,Male,Medium,Gold
P2941,33,Female,Low,
P2942,42,Female,Low,Gold
P2943,47,Female,Medium,Silver
P2944,72,Male,Low,Platinum
P2945,39,Female,Low,
P2946,38,Male,Medium,
P2947,21,Female,Medium,Silver
P2948,71,Female,Medium,Platinum
P2949,18,Male,Low,Silver
P2950,61,Male,Low,
P2951,18,Female,Low,
P2952,29,Female,High,Gold
P2953,26,Male,Low,Silver
P2954,23,Male,Low,Silver
P2955,47,Male,Low,
P2956,28,Female,Low,Gold
P2957,47,Female,High,Gold
P2958,66,Female,Low,
P2959,29,Male,Medium,Silver
P2960,23,Male,High,Silver
P2961,31,Female,High,Platinum
P2962,79,Male,High,
P2963,18,Male,Low,Gold
P2964,26,Male,High,
P2965,77,Female,Medium,
P2966,39,Female,Low,Platinum
P2967,47,Male,Low,
P2968,42,Male,Medium,Silver
P2969,33,Female,Medium,Platinum
P2970,59,Male,Low,
P2971,50,Male,Medium,
P2972,76,Female,Low,Gold
P2973,25,Female,Low,
P2974,68,Female,Low,
P2975,59,Female,Low,
P2976,70,Female,Low,Gold
P2977,50,Female,Medium,Silver
P2978,28,Male,Low,Silver
P2979,73,Female,Medium,Gold
P2980,65,Female,Medium,Silver
P2981,66,Female,Medium,Gold
P2982,42,Female,Low,Silver
P2983,63,Female,Medium,Silver
P2984,26,Male,Low,
P2985,27,Female,Low,
P2986,32,Female,Medium,
P2987,53,Male,Medium,
P2988,26,Female,Medium,Platinum
P2989,48,Male,Low,Silver
P2990,33,Female,Medium,Silver
P2991,59,Female,Medium,Silver
P2992,22,Male,Medium,Silver
P2993,76,Male,Low,
P2994,29,Female,Low,
P2995,61,Male,Medium,
P2996,76,Male,Low,
P2997,27,Male,Medium,
P2998,51,Female,Medium,Gold
P2999,37,Female,High,
P3000,31,Male,Low,Silver
P3001,76,Male,Low,
P3002,34,Male,Medium,Silver
P3003,68,Female,Medium,
P3004,76,Male,Medium,
P3005,59,Female,Medium,
P3006,56,Male,Low,Silver
P3007,54,Male,High,Silver
P3008,19,Female,Medium,Silver
P3009,39,Male,High,
P3010,23,Male,Medium,Silver
P3011,66,Male,Medium,Silver
P3012,37,Male,Low,
P3013,70,Female,High,Platinum
P3014,36,Female,Medium,Gold
P3015,24,Female,Medium,Gold
P3016,52,Male,Medium,Gold
P3017,47,Female,Low,Platinum
P3018,20,Female,Low,
P3019,70,Female,Low,
P3020,61,Female,Medium,
P3021,27,Female,High,Silver
P3022,66,Female,Low,
P3023,22,Female,Medium,Gold
P3024,31,Female,High,Silver
P3025,73,Female,Medium,Silver
P3026,37,Female,High,Gold
P3027,32,Male,Low,Platinum
P3028,43,Female,Low,Gold
P3029,56,Female,Medium,
P3030,28,Male,Medium,
P3031,21,Male,Medium,Silver
P3032,76,Male,Medium,Gold
P3033,60,Female,Medium,Platinum
P3034,18,Female,Medium,Platinum
P3035,38,Male,Medium,Silver
P3036,39,Male,Medium,
P3037,64,Female,Medium,
P3038,68,Female,Medium,
P3039,18,Male,Medium,Gold
P3040,28,Male,High,Silver
P3041,18,Female,Medium,Gold
P3042,68,Female,Low,
P3043,22,Female,Medium,
P3044,59,Female,High,Silver
P3045,49,Female,Medium,Silver
P3046,54,Male,Medium,
P3047,65,Female,High,Silver
P3048,39,Female,Low,Platinum
P3049,20,Female,Medium,
P3050,29,Female,Medium,
P3051,59,Female,Medium,
P3052,37,Female,Medium,Silver
P3053,40,Female,Medium,Gold
P3054,62,Female,Low,Platinum
P3055,69,Female,High,Silver
P3056,70,Male,High,Silver
P3057,79,Male,High,Platinum
P3058,44,Male,High,
P3059,55,Female,Low,
P3060,77,Male,High,
P3061,22,Female,Medium,Gold
P3062,29,Female,Low,Silver
P3063,54,Female,Low,Silver
P3064,49,Male,High,Gold
P3065,66,Female,Medium,Silver
P3066,55,Male,Medium,
P3067,58,Female,Low,Silver
P3068,21,Female,Medium,
P3069,70,Male,High,Silver
P3070,57,Female,High,
P3071,79,Female,Medium,
P3072,63,Female,Medium,
P3073,24,Female,Low,
P3074,44,Male,Low,
P3075,37,Female,High,
P3076,61,Female,Medium,
P3077,18,Female,High,Gold
P3078,41,Female,Low,
P3079,52,Male,Low,Silver
P3080,48,Female,Low,
P3081,65,Male,Low,
P3082,68,Male,Low,Silver
P3083,27,Male,Medium,
P3084,26,Female,Medium,Gold
P3085,73,Male,Medium,
P3086,51,Male,Low,Gold
P3087,46,Female,Medium,Gold
P3088,31,Female,Medium,
P3089,60,Female,Low,
P3090,30,Male,Medium,Silver
P3091,21,Male,Low,Gold
P3092,73,Female,Low,
P3093,78,Male,Medium,Platinum
P3094,56,Male,Medium,Silver
P3095,62,Female,Low,
P3096,70,Male,Low,
P3097,52,Female,Medium,Silver
P3098,42,Female,Medium,
P3099,59,Male,Medium,Platinum
P3100,62,Female,Medium,Gold
P3101,22,Male,High,
P3102,32,Male,Medium,
P3103,32,Male,Low,Gold
P3104,43,Female,Low,Gold
P3105,47,Male,Low,
P3106,29,Male,Medium,
P3107,63,Male,Medium,
P3108,76,Female,Low,Silver
P3109,46,Male,Medium,Silver
P3110,75,Male,Medium,Gold
P3111,28,Female,Low,Gold
P3112,66,Female,Low,
P3113,63,Male,Low,
P3114,78,Male,Medium,Silver
P3115,54,Male,Low,
P3116,58,Male,Medium,Silver
P3117,51,Female,Low,Silver
P3118,28,Female,High,Silver
P3119,68,Female,Medium,
P3120,46,Female,Low,
P3121,62,Female,Medium,Silver
P3122,31,Female,High,Platinum
P3123,68,Male,High,
P3124,75,Male,Medium,Silver
P3125,19,Female,Medium,Silver
P3126,48,Male,Medium,
P3127,36,Male,Medium,
P3128,51,Female,Medium,
P3129,55,Male,Medium,
P3130,77,Male,Low,Silver
P3131,47,Female,Medium,
P3132,76,Female,High,Platinum
P3133,28,Female,Medium,Silver
P3134,64,Male,Low,Gold
P3135,60,Male,Medium,
P3136,71,Female,Low,
P3137,34,Female,Medium,Platinum
P3138,30,Male,Medium,Silver
P3139,67,Female,High,Silver
P3140,59,Male,Medium,Gold
P3141,75,Female,Low,Silver
P3142,36,Female,High,
P3143,36,Male,Medium,Silver
P3144,32,Male,Medium,Platinum
P3145,48,Male,Low,
P3146,75,Female,High,
P3147,49,Male,Medium,
P3148,19,Female,Medium,
P3149,30,Female,Low,Platinum
P3150,55,Male,High,Silver
P3151,67,Female,Low,Silver
P3152,50,Male,Medium,Silver
P3153,27,Male,Medium,
P3154,25,Male,Low,Silver
P3155,79,Female,High,Silver
P3156,28,Female,Low,Silver
P3157,28,Male,High,Gold
P3158,31,Male,Medium,Silver
P3159,49,Female,Medium,Platinum
P3160,21,Male,High,Platinum
P3161,64,Male,High,Gold
P3162,28,Male,Low,Silver
P3163,34,Male,Low,
P3164,49,Female,Medium,
P3165,22,Male,High,
P3166,38,Female,Medium,
P3167,65,Female,Medium,Platinum
P3168,29,Male,High,
P3169,29,Female,Low,Gold
P3170,64,Male,Medium,
P3171,65,Male,Low,
P3172,35,Female,Medium,
P3173,21,Male,Medium,
P3174,67,Female,Medium,Gold
P3175,38,Male,High,
P3176,22,Male,Low,
P3177,64,Female,Low,
P3178,60,Female,High,Platinum
P3179,71,Female,Low,Platinum
P3180,55,Female,Medium,
P3181,37,Male,Medium,
P3182,24,Male,Medium,
P3183,66,Male,High,Silver
P3184,28,Male,Low,
P3185,21,Male,Low,Gold
P3186,59,Female,Medium,Silver
P3187,45,Male,Medium,
P3188,55,Male,High,Silver
P3189,70,Male,High,Silver
P3190,74,Female,Medium,Platinum
P3191,45,Male,Medium,Platinum
P3192,58,Male,High,Gold
P3193,31,Male,Low,Gold
P3194,79,Female,Low,Gold
P3195,42,Male,Low,Silver
P3196,47,Male,Medium,
P3197,47,Female,Medium,Gold
P3198,40,Male,Medium,Silver
P3199,29,Male,Medium,
P3200,39,Male,Medium,
P3201,60,Male,Medium,
P3202,40,Male,Medium,
P3203,31,Male,Medium,
P3204,65,Female,Medium,
P3205,74,Female,High,
P3206,71,Male,High,Platinum
P3207,60,Female,Low,Platinum
P3208,41,Female,Medium,Silver
P3209,42,Female,High,
P3210,59,Female,High,Gold
P3211,57,Female,Medium,
P3212,26,Male,Low,
P3213,34,Female,Medium,Gold
P3214,55,Male,Medium,
P3215,76,Female,High,
P3216,42,Female,Medium,
P3217,53,Male,High,Gold
P3218,34,Female,Medium,
P3219,36,Male,Medium,Silver
P3220,21,Male,Medium,
P3221,69,Male,Medium,Silver
P3222,50,Female,Low,
P3223,33,Male,High,
P3224,21,Female,High,
P3225,66,Female,Medium,
P3226,25,Female,Low,Silver
P3227,25,Male,High,Silver
P3228,76,Female,High,
P3229,27,Male,Medium,Gold
