Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Departure_Date,Departure_Hour,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Delay_Minutes,Weather_Impact
F580,JetBlue,DFW,ATL,2023-11-05 04:23:00,2023-11-05,04:23:00,131,On-time,1367,6,0
F325,JetBlue,DEN,SEA,2023-09-19 16:32:00,2023-09-19,16:32:00,226,Cancelled,704,4,0
F1701,JetBlue,JFK,SEA,2025-03-24 09:44:00,2025-03-24,09:44:00,143,Cancelled,1104,2,0
F1329,Southwest,LAX,JFK,2023-11-14 08:46:00,2023-11-14,08:46:00,174,Delayed,585,36,0
F1263,JetBlue,SEA,DEN,2024-12-20 21:39:00,2024-12-20,21:39:00,270,On-time,1167,21,0
F1980,United,DEN,DEN,2025-02-22 20:21:00,2025-02-22,20:21:00,142,On-time,1008,1,1
F1334,Delta,SEA,JFK,2024-10-19 10:01:00,2024-10-19,10:01:00,121,On-time,1196,5,0
F669,Southwest,SFO,SFO,2023-09-09 22:37:00,2023-09-09,22:37:00,167,On-time,1891,2,0
F1407,United,SFO,ATL,2023-06-23 05:06:00,2023-06-23,05:06:00,208,Delayed,701,8,0
F58,American Airlines,SEA,LAX,2024-06-27 23:09:00,2024-06-27,23:09:00,155,On-time,1159,2,0
F938,American Airlines,DEN,ORD,2023-09-13 15:21:00,2023-09-13,15:21:00,97,On-time,1332,28,0
F697,JetBlue,JFK,ATL,2025-04-21 17:55:00,2025-04-21,17:55:00,259,Cancelled,1418,15,0
F945,United,DEN,DFW,2023-07-14 11:29:00,2023-07-14,11:29:00,210,Delayed,721,5,0
F1201,United,JFK,JFK,2025-03-02 00:32:00,2025-03-02,00:32:00,227,On-time,1356,1,0
F1033,United,SEA,ATL,2025-02-11 02:31:00,2025-02-11,02:31:00,206,On-time,1258,12,0
F1063,JetBlue,DFW,DFW,2023-08-03 12:37:00,2023-08-03,12:37:00,140,On-time,1400,10,0
F1532,United,ATL,DEN,2023-09-25 17:32:00,2023-09-25,17:32:00,86,On-time,1397,10,0
F982,JetBlue,DEN,DEN,2024-12-23 20:04:00,2024-12-23,20:04:00,122,On-time,857,8,0
F1403,JetBlue,LAX,JFK,2025-02-08 12:59:00,2025-02-08,12:59:00,89,Cancelled,1596,4,0
F704,Delta,DFW,ATL,2024-07-26 18:07:00,2024-07-26,18:07:00,282,On-time,528,11,0
F303,American Airlines,JFK,ATL,2025-03-25 18:56:00,2025-03-25,18:56:00,147,On-time,1457,14,0
F1191,Delta,LAX,DEN,2024-12-27 03:18:00,2024-12-27,03:18:00,164,On-time,1353,4,0
F185,Delta,JFK,ATL,2025-03-09 09:56:00,2025-03-09,09:56:00,165,On-time,954,7,0
F1569,United,LAX,DEN,2024-10-24 20:23:00,2024-10-24,20:23:00,143,On-time,934,0,0
F1813,Southwest,ATL,ORD,2025-01-16 23:56:00,2025-01-16,23:56:00,129,On-time,1443,8,0
F371,Delta,LAX,LAX,2024-05-19 16:33:00,2024-05-19,16:33:00,208,Delayed,1560,2,1
F1622,JetBlue,ORD,LAX,2024-10-03 15:31:00,2024-10-03,15:31:00,203,Cancelled,1411,4,0
F950,JetBlue,DEN,LAX,2025-02-21 23:28:00,2025-02-21,23:28:00,171,On-time,1324,23,0
F409,JetBlue,DFW,ORD,2025-03-21 06:50:00,2025-03-21,06:50:00,237,On-time,750,6,1
F1871,Southwest,DEN,ORD,2024-01-24 01:41:00,2024-01-24,01:41:00,228,On-time,1291,2,0
F1495,Southwest,ATL,ORD,2023-11-25 10:43:00,2023-11-25,10:43:00,139,On-time,563,21,0
F1801,United,JFK,SEA,2023-11-01 06:39:00,2023-11-01,06:39:00,125,On-time,1438,13,1
F1004,American Airlines,DFW,LAX,2023-11-10 21:43:00,2023-11-10,21:43:00,181,On-time,1500,2,0
F132,United,LAX,SEA,2024-07-26 10:01:00,2024-07-26,10:01:00,155,On-time,1031,10,0
F401,Delta,SFO,LAX,2024-09-10 11:19:00,2024-09-10,11:19:00,159,On-time,1226,27,0
F1638,United,JFK,ORD,2023-07-27 07:01:00,2023-07-27,07:01:00,151,On-time,1061,1,0
F889,American Airlines,DEN,LAX,2024-09-16 12:01:00,2024-09-16,12:01:00,116,On-time,1624,0,1
F818,JetBlue,SEA,SFO,2024-03-08 18:04:00,2024-03-08,18:04:00,149,On-time,1645,3,1
F549,JetBlue,JFK,ORD,2023-08-01 11:25:00,2023-08-01,11:25:00,141,On-time,1140,7,0
F1453,JetBlue,ATL,SFO,2023-11-14 08:18:00,2023-11-14,08:18:00,108,On-time,1465,11,0
F1112,Delta,SFO,SFO,2024-10-04 12:59:00,2024-10-04,12:59:00,247,On-time,1610,0,1
F86,American Airlines,ORD,ORD,2025-01-04 23:02:00,2025-01-04,23:02:00,158,On-time,1181,22,0
F1721,JetBlue,DEN,DFW,2025-01-19 23:02:00,2025-01-19,23:02:00,102,On-time,1169,7,0
F91,Delta,SFO,JFK,2024-12-24 20:59:00,2024-12-24,20:59:00,248,On-time,1461,15,0
F280,United,LAX,SEA,2024-02-26 01:32:00,2024-02-26,01:32:00,153,On-time,1176,15,1
F1347,American Airlines,LAX,JFK,2025-03-17 12:16:00,2025-03-17,12:16:00,142,On-time,1075,12,0
F285,Southwest,ATL,LAX,2023-10-06 00:32:00,2023-10-06,00:32:00,178,On-time,623,1,0
F1184,American Airlines,LAX,DFW,2023-09-20 04:45:00,2023-09-20,04:45:00,290,On-time,1105,3,1
F1997,United,SEA,SEA,2024-11-08 17:48:00,2024-11-08,17:48:00,297,On-time,819,4,1
F173,American Airlines,SEA,ORD,2024-07-31 16:00:00,2024-07-31,16:00:00,197,On-time,979,4,0
F1780,American Airlines,ATL,JFK,2023-09-30 03:18:00,2023-09-30,03:18:00,250,Delayed,1086,2,0
F676,Delta,DEN,LAX,2024-01-18 07:12:00,2024-01-18,07:12:00,60,Delayed,1100,21,0
F209,Delta,DEN,LAX,2023-11-09 18:07:00,2023-11-09,18:07:00,135,On-time,1059,0,0
F1351,JetBlue,DEN,SEA,2025-02-14 21:07:00,2025-02-14,21:07:00,122,On-time,1463,5,0
F854,American Airlines,LAX,DFW,2024-01-04 06:30:00,2024-01-04,06:30:00,165,On-time,799,13,0
F605,Southwest,JFK,LAX,2023-05-10 10:02:00,2023-05-10,10:02:00,198,Delayed,1533,9,0
F1781,Delta,JFK,ORD,2023-04-26 12:42:00,2023-04-26,12:42:00,180,On-time,540,3,0
F625,United,LAX,LAX,2024-10-28 06:55:00,2024-10-28,06:55:00,212,On-time,692,21,0
F351,American Airlines,LAX,ATL,2024-09-07 06:52:00,2024-09-07,06:52:00,119,On-time,822,2,0
F820,Delta,LAX,LAX,2024-01-08 17:36:00,2024-01-08,17:36:00,95,On-time,1753,16,0
F1413,JetBlue,DEN,SFO,2024-10-12 22:02:00,2024-10-12,22:02:00,152,Delayed,1505,27,0
F1153,Southwest,DFW,DEN,2025-02-04 12:27:00,2025-02-04,12:27:00,146,On-time,1223,17,0
F1128,JetBlue,ATL,SFO,2025-04-17 21:17:00,2025-04-17,21:17:00,159,On-time,1176,2,0
F1152,JetBlue,SEA,SFO,2024-07-24 10:54:00,2024-07-24,10:54:00,193,On-time,1041,1,0
F677,Delta,LAX,JFK,2024-02-13 02:57:00,2024-02-13,02:57:00,221,On-time,1193,5,0
F410,JetBlue,DFW,LAX,2023-07-24 13:13:00,2023-07-24,13:13:00,193,Delayed,952,20,0
F1694,JetBlue,SEA,SFO,2024-02-14 08:42:00,2024-02-14,08:42:00,202,On-time,1370,15,0
F1419,American Airlines,DEN,DFW,2024-06-17 04:10:00,2024-06-17,04:10:00,90,Delayed,1191,0,0
F762,Southwest,ATL,SEA,2024-10-19 23:59:00,2024-10-19,23:59:00,206,On-time,1447,30,0
F831,JetBlue,SFO,DEN,2024-03-01 17:51:00,2024-03-01,17:51:00,205,On-time,1357,11,0
F1561,Southwest,ORD,ORD,2025-02-24 16:20:00,2025-02-24,16:20:00,204,Delayed,1281,27,0
F72,Delta,ORD,SEA,2024-09-24 14:36:00,2024-09-24,14:36:00,232,On-time,1042,19,0
F538,Delta,JFK,JFK,2025-04-05 06:02:00,2025-04-05,06:02:00,155,On-time,1191,5,0
F1951,Southwest,ATL,SEA,2024-08-23 20:52:00,2024-08-23,20:52:00,152,On-time,534,7,0
F1845,Delta,LAX,LAX,2025-02-06 12:37:00,2025-02-06,12:37:00,245,Delayed,1748,4,1
F179,Delta,JFK,SEA,2025-03-15 06:00:00,2025-03-15,06:00:00,174,On-time,1221,8,0
F882,Southwest,ATL,LAX,2024-02-22 07:29:00,2024-02-22,07:29:00,146,Delayed,1284,30,0
F224,American Airlines,DFW,DFW,2023-10-09 11:04:00,2023-10-09,11:04:00,151,On-time,1071,19,0
F892,United,JFK,SEA,2023-05-21 23:28:00,2023-05-21,23:28:00,163,On-time,720,1,0
F1609,United,ATL,LAX,2024-11-24 03:13:00,2024-11-24,03:13:00,78,On-time,959,3,0
F1458,Southwest,SFO,DFW,2025-01-26 02:17:00,2025-01-26,02:17:00,191,On-time,603,50,0
F1114,American Airlines,ATL,ORD,2023-09-18 09:16:00,2023-09-18,09:16:00,236,On-time,1384,25,0
F1549,JetBlue,LAX,DEN,2023-11-28 07:43:00,2023-11-28,07:43:00,243,On-time,1109,6,0
F1618,Southwest,LAX,JFK,2023-12-08 02:25:00,2023-12-08,02:25:00,120,On-time,770,8,0
F288,American Airlines,JFK,LAX,2024-04-24 01:07:00,2024-04-24,01:07:00,52,On-time,1230,36,0
F850,American Airlines,ATL,LAX,2024-12-31 05:43:00,2024-12-31,05:43:00,178,Cancelled,1405,30,0
F896,Southwest,SEA,DEN,2024-01-19 07:16:00,2024-01-19,07:16:00,226,On-time,880,3,0
F1621,United,SFO,LAX,2024-07-15 07:00:00,2024-07-15,07:00:00,193,On-time,1368,1,0
F397,Delta,DEN,JFK,2025-02-07 17:40:00,2025-02-07,17:40:00,188,On-time,1162,6,0
F13,United,ORD,ATL,2023-12-18 11:22:00,2023-12-18,11:22:00,165,On-time,1087,6,0
F97,JetBlue,SEA,SEA,2024-12-02 10:27:00,2024-12-02,10:27:00,143,Delayed,809,2,0
F1250,Southwest,ORD,SFO,2025-02-28 05:12:00,2025-02-28,05:12:00,170,On-time,1253,18,0
F929,JetBlue,DFW,JFK,2023-12-20 06:18:00,2023-12-20,06:18:00,162,Cancelled,1428,1,0
F772,American Airlines,JFK,ORD,2024-11-30 14:21:00,2024-11-30,14:21:00,188,On-time,912,14,0
F245,American Airlines,DFW,LAX,2023-08-30 14:50:00,2023-08-30,14:50:00,136,On-time,535,20,0
F1726,JetBlue,JFK,SEA,2024-02-04 17:07:00,2024-02-04,17:07:00,273,On-time,1395,4,0
F981,American Airlines,LAX,ATL,2023-10-02 07:44:00,2023-10-02,07:44:00,227,Delayed,1461,0,0
F1964,Delta,DEN,SFO,2025-04-02 19:27:00,2025-04-02,19:27:00,129,On-time,587,2,0
F1135,JetBlue,ORD,DFW,2023-05-26 06:42:00,2023-05-26,06:42:00,145,On-time,1083,11,0
F453,Delta,SFO,SEA,2024-03-22 01:25:00,2024-03-22,01:25:00,151,On-time,1048,18,1
F230,American Airlines,DFW,JFK,2025-04-03 02:45:00,2025-04-03,02:45:00,176,Delayed,871,4,0
F1078,Southwest,ATL,JFK,2024-08-13 22:39:00,2024-08-13,22:39:00,127,On-time,1346,0,0
F975,Southwest,DEN,LAX,2024-01-13 16:39:00,2024-01-13,16:39:00,138,On-time,1269,6,0
F1106,United,DEN,DEN,2024-07-04 07:55:00,2024-07-04,07:55:00,218,On-time,1220,6,0
F1531,United,LAX,LAX,2025-02-05 22:33:00,2025-02-05,22:33:00,153,On-time,1550,1,0
F21,United,ORD,SEA,2025-02-04 21:20:00,2025-02-04,21:20:00,190,On-time,1261,28,0
F1464,American Airlines,JFK,ORD,2023-12-23 07:42:00,2023-12-23,07:42:00,159,On-time,879,2,1
F735,American Airlines,ORD,LAX,2024-03-17 03:56:00,2024-03-17,03:56:00,119,On-time,1742,2,1
F875,JetBlue,DEN,ATL,2025-04-15 03:02:00,2025-04-15,03:02:00,251,Delayed,804,6,0
F1031,JetBlue,ORD,JFK,2025-02-28 16:35:00,2025-02-28,16:35:00,174,On-time,1621,4,0
F848,JetBlue,LAX,JFK,2024-02-10 21:48:00,2024-02-10,21:48:00,165,On-time,1009,23,0
F1335,American Airlines,ORD,ORD,2025-04-18 17:52:00,2025-04-18,17:52:00,163,On-time,805,4,0
F1806,JetBlue,DFW,ORD,2024-03-13 20:37:00,2024-03-13,20:37:00,229,Cancelled,1219,3,0
F862,Southwest,DEN,DFW,2023-11-04 22:15:00,2023-11-04,22:15:00,140,On-time,937,10,0
F1702,United,JFK,SFO,2024-11-16 18:42:00,2024-11-16,18:42:00,269,On-time,1599,32,0
F69,American Airlines,DFW,LAX,2023-07-06 12:09:00,2023-07-06,12:09:00,45,On-time,1219,1,1
F1513,Southwest,JFK,JFK,2023-12-06 17:38:00,2023-12-06,17:38:00,179,On-time,1774,10,0
F1907,JetBlue,ORD,DFW,2024-09-06 17:29:00,2024-09-06,17:29:00,218,On-time,1049,4,0
F1986,United,SFO,DEN,2023-07-12 11:54:00,2023-07-12,11:54:00,207,On-time,1275,16,0
F1006,Delta,SEA,LAX,2024-12-15 15:56:00,2024-12-15,15:56:00,164,On-time,1630,3,1
F893,United,JFK,ORD,2023-10-02 23:38:00,2023-10-02,23:38:00,125,On-time,1337,4,1
F581,Southwest,LAX,SEA,2024-11-07 04:32:00,2024-11-07,04:32:00,153,On-time,1304,27,0
F337,Southwest,SEA,LAX,2023-06-01 09:31:00,2023-06-01,09:31:00,94,On-time,999,16,0
F1131,Delta,ORD,DFW,2025-02-02 05:52:00,2025-02-02,05:52:00,85,On-time,1374,19,0
F388,American Airlines,SEA,DFW,2024-05-14 06:24:00,2024-05-14,06:24:00,248,On-time,1529,5,0
F829,Delta,LAX,ATL,2024-02-08 19:04:00,2024-02-08,19:04:00,149,On-time,1140,1,0
F1151,Delta,DEN,ATL,2025-03-23 00:41:00,2025-03-23,00:41:00,258,On-time,1697,10,0
F287,Southwest,JFK,DFW,2023-07-23 07:18:00,2023-07-23,07:18:00,135,On-time,1116,12,0
F1545,American Airlines,LAX,DEN,2025-04-09 01:14:00,2025-04-09,01:14:00,187,On-time,1413,21,0
F35,Southwest,LAX,ATL,2025-02-23 06:21:00,2025-02-23,06:21:00,294,On-time,1268,1,0
F1889,Delta,SFO,ATL,2023-07-14 05:57:00,2023-07-14,05:57:00,214,On-time,810,3,0
F466,United,SFO,SEA,2024-11-05 17:59:00,2024-11-05,17:59:00,193,On-time,1155,9,0
F1279,JetBlue,SEA,JFK,2025-01-18 12:42:00,2025-01-18,12:42:00,59,On-time,1302,2,1
F250,Delta,SFO,ORD,2023-10-15 02:14:00,2023-10-15,02:14:00,294,On-time,1138,9,0
F1376,Delta,SEA,SFO,2023-12-16 07:14:00,2023-12-16,07:14:00,199,On-time,1275,21,0
F1346,Southwest,SEA,SEA,2025-04-21 11:44:00,2025-04-21,11:44:00,257,On-time,1429,13,1
F732,United,DFW,ATL,2023-11-15 15:25:00,2023-11-15,15:25:00,137,On-time,1023,0,0
F1177,Southwest,SEA,ORD,2025-03-28 14:34:00,2025-03-28,14:34:00,149,On-time,1531,2,0
F1120,Southwest,ATL,DFW,2023-05-16 18:50:00,2023-05-16,18:50:00,242,On-time,688,8,0
F944,Delta,JFK,ORD,2025-04-17 00:22:00,2025-04-17,00:22:00,240,On-time,361,19,0
F157,Southwest,LAX,JFK,2023-06-26 23:45:00,2023-06-26,23:45:00,298,On-time,1327,4,0
F338,American Airlines,DEN,ORD,2024-04-07 09:18:00,2024-04-07,09:18:00,132,On-time,699,8,1
F1378,Delta,SFO,LAX,2023-10-15 13:41:00,2023-10-15,13:41:00,112,Cancelled,1093,2,1
F1916,United,DEN,LAX,2024-02-08 18:24:00,2024-02-08,18:24:00,175,On-time,1388,3,0
F1722,Southwest,DFW,DFW,2023-11-23 11:13:00,2023-11-23,11:13:00,239,On-time,975,9,1
F774,United,DFW,ATL,2023-10-28 08:47:00,2023-10-28,08:47:00,152,On-time,869,4,0
F1606,Southwest,DFW,LAX,2023-12-28 14:09:00,2023-12-28,14:09:00,228,On-time,856,4,0
F251,JetBlue,LAX,ORD,2024-11-01 17:23:00,2024-11-01,17:23:00,55,On-time,1029,6,0
F1628,American Airlines,JFK,JFK,2024-05-17 19:06:00,2024-05-17,19:06:00,239,On-time,1428,5,0
F746,Delta,ORD,SEA,2025-01-22 06:56:00,2025-01-22,06:56:00,171,On-time,1263,3,0
F408,United,ORD,SEA,2025-04-11 02:49:00,2025-04-11,02:49:00,194,On-time,1381,7,0
F653,Delta,LAX,ORD,2025-03-01 02:30:00,2025-03-01,02:30:00,249,Cancelled,769,15,0
F523,American Airlines,JFK,SEA,2023-10-21 12:15:00,2023-10-21,12:15:00,201,On-time,1420,9,0
F1178,Southwest,ATL,ATL,2023-12-14 09:54:00,2023-12-14,09:54:00,73,On-time,1079,7,1
F435,Southwest,DFW,JFK,2024-06-05 05:51:00,2024-06-05,05:51:00,170,On-time,1256,6,0
F1340,American Airlines,SFO,ORD,2024-02-19 21:44:00,2024-02-19,21:44:00,156,On-time,1647,5,0
F1688,Delta,ORD,DFW,2024-06-05 00:16:00,2024-06-05,00:16:00,216,On-time,1322,5,0
F256,American Airlines,LAX,DFW,2023-12-17 05:47:00,2023-12-17,05:47:00,258,Delayed,1222,1,0
F1612,United,SFO,DEN,2024-04-13 05:08:00,2024-04-13,05:08:00,107,Delayed,892,18,1
F1616,United,DEN,DEN,2024-10-12 02:00:00,2024-10-12,02:00:00,242,On-time,1448,2,0
F1240,United,ATL,DEN,2024-08-02 14:07:00,2024-08-02,14:07:00,203,Delayed,1607,14,0
F1262,Delta,SEA,DFW,2023-11-02 06:44:00,2023-11-02,06:44:00,267,On-time,1177,2,0
F488,Delta,ATL,SEA,2024-04-19 03:06:00,2024-04-19,03:06:00,257,On-time,495,13,0
F905,Delta,LAX,SEA,2023-07-31 18:27:00,2023-07-31,18:27:00,239,On-time,1146,2,0
F1230,American Airlines,DFW,DFW,2024-07-18 10:27:00,2024-07-18,10:27:00,240,Cancelled,1525,8,0
F6,JetBlue,ORD,SFO,2023-08-01 18:07:00,2023-08-01,18:07:00,181,On-time,1474,5,0
F190,Southwest,SEA,JFK,2024-06-10 22:38:00,2024-06-10,22:38:00,185,On-time,1378,13,0
F1229,Southwest,DFW,SEA,2024-04-16 18:27:00,2024-04-16,18:27:00,171,On-time,1182,9,1
F1786,American Airlines,ATL,LAX,2024-03-08 19:52:00,2024-03-08,19:52:00,256,On-time,1684,8,0
F1448,Delta,DFW,ORD,2023-06-12 17:37:00,2023-06-12,17:37:00,215,On-time,1109,9,0
F958,Delta,SFO,ATL,2023-11-29 07:15:00,2023-11-29,07:15:00,249,On-time,1199,20,0
F1883,JetBlue,DFW,DEN,2023-11-23 00:20:00,2023-11-23,00:20:00,159,Delayed,1304,3,0
F354,Delta,LAX,DEN,2023-06-20 04:20:00,2023-06-20,04:20:00,136,On-time,1215,21,0
F9,American Airlines,DFW,LAX,2024-11-17 12:33:00,2024-11-17,12:33:00,245,On-time,1585,5,0
F1506,Delta,ORD,SFO,2024-03-29 16:29:00,2024-03-29,16:29:00,260,On-time,1443,20,0
F519,American Airlines,ORD,ATL,2025-04-12 20:55:00,2025-04-12,20:55:00,221,Cancelled,1083,5,0
F400,American Airlines,DEN,DFW,2024-12-23 01:28:00,2024-12-23,01:28:00,72,On-time,1129,21,0
F457,Delta,DEN,SFO,2025-04-09 22:41:00,2025-04-09,22:41:00,154,Delayed,1227,10,1
F1069,JetBlue,LAX,ATL,2023-09-25 11:40:00,2023-09-25,11:40:00,327,Delayed,1537,17,0
F180,United,SEA,DEN,2023-07-20 18:43:00,2023-07-20,18:43:00,156,On-time,658,9,0
F102,American Airlines,DEN,ORD,2023-07-28 15:16:00,2023-07-28,15:16:00,116,Delayed,1051,11,0
F840,United,SEA,DEN,2023-09-19 01:26:00,2023-09-19,01:26:00,139,On-time,807,5,0
F70,JetBlue,DFW,DEN,2024-12-24 11:57:00,2024-12-24,11:57:00,121,On-time,1326,4,1
F1617,United,SFO,LAX,2023-06-08 12:32:00,2023-06-08,12:32:00,225,On-time,871,24,1
F1877,Southwest,ATL,JFK,2024-08-14 03:54:00,2024-08-14,03:54:00,210,On-time,1071,9,0
F685,Southwest,ORD,ATL,2023-05-06 03:35:00,2023-05-06,03:35:00,213,On-time,877,9,0
F1146,United,ORD,LAX,2024-09-28 03:43:00,2024-09-28,03:43:00,197,On-time,1024,31,1
F1242,United,SFO,SEA,2024-09-12 11:55:00,2024-09-12,11:55:00,137,Cancelled,1453,6,0
F1811,Southwest,DEN,DFW,2023-06-20 06:26:00,2023-06-20,06:26:00,177,On-time,1644,0,1
F1287,American Airlines,SFO,ORD,2024-03-04 00:37:00,2024-03-04,00:37:00,56,On-time,1521,12,0
F123,JetBlue,ATL,SEA,2024-01-08 22:31:00,2024-01-08,22:31:00,291,On-time,1491,3,0
F456,JetBlue,JFK,ORD,2024-08-11 23:25:00,2024-08-11,23:25:00,164,On-time,1059,47,0
F936,Delta,ATL,DFW,2025-04-18 12:54:00,2025-04-18,12:54:00,211,Delayed,1271,0,0
F681,Southwest,SEA,ATL,2024-07-06 05:23:00,2024-07-06,05:23:00,169,On-time,1738,5,0
F214,Delta,DEN,SEA,2024-08-31 09:55:00,2024-08-31,09:55:00,64,On-time,1290,1,0
F1415,Delta,JFK,SEA,2024-06-08 02:29:00,2024-06-08,02:29:00,131,On-time,1296,3,0
F296,American Airlines,SEA,ORD,2024-07-23 05:34:00,2024-07-23,05:34:00,285,On-time,858,4,0
F600,JetBlue,DFW,SEA,2023-07-16 19:06:00,2023-07-16,19:06:00,176,On-time,1764,5,0
F330,American Airlines,SEA,DEN,2024-01-02 00:22:00,2024-01-02,00:22:00,246,On-time,1440,17,0
F1053,Southwest,ATL,DFW,2023-06-08 07:57:00,2023-06-08,07:57:00,85,Delayed,1590,1,0
F723,American Airlines,JFK,ORD,2025-02-02 01:13:00,2025-02-02,01:13:00,106,On-time,1085,4,0
F143,American Airlines,LAX,SEA,2024-10-19 04:44:00,2024-10-19,04:44:00,178,On-time,1029,4,0
F1567,Delta,DEN,JFK,2024-08-12 04:43:00,2024-08-12,04:43:00,277,On-time,941,3,0
F1265,JetBlue,DEN,ATL,2024-12-12 17:30:00,2024-12-12,17:30:00,95,Delayed,1133,9,1
F928,Southwest,DEN,JFK,2025-04-22 10:24:00,2025-04-22,10:24:00,181,On-time,1631,1,0
F481,United,ATL,JFK,2024-05-16 09:29:00,2024-05-16,09:29:00,93,On-time,728,4,0
F1491,American Airlines,ORD,ORD,2023-09-26 05:39:00,2023-09-26,05:39:00,204,On-time,1397,2,0
F1044,Delta,JFK,SFO,2023-07-30 22:35:00,2023-07-30,22:35:00,118,On-time,1196,1,0
F1527,American Airlines,SEA,ATL,2024-04-10 05:04:00,2024-04-10,05:04:00,198,On-time,1394,2,0
F1226,American Airlines,SEA,DEN,2023-12-21 03:20:00,2023-12-21,03:20:00,153,On-time,837,1,0
F1507,Southwest,SEA,JFK,2024-11-16 14:25:00,2024-11-16,14:25:00,334,On-time,1096,1,0
F1442,Southwest,SFO,DFW,2024-01-04 13:11:00,2024-01-04,13:11:00,157,Cancelled,994,2,0
F1716,JetBlue,DEN,ORD,2024-10-19 20:26:00,2024-10-19,20:26:00,210,On-time,1074,18,0
F1381,American Airlines,DFW,ATL,2023-10-18 12:18:00,2023-10-18,12:18:00,153,On-time,862,2,0
F450,American Airlines,ATL,SFO,2024-09-24 19:34:00,2024-09-24,19:34:00,122,On-time,1096,3,0
F350,Delta,DEN,SEA,2024-05-03 09:38:00,2024-05-03,09:38:00,170,Delayed,913,40,0
F1028,Delta,ORD,JFK,2024-05-22 06:44:00,2024-05-22,06:44:00,263,On-time,1671,34,0
F1876,JetBlue,DFW,ORD,2024-12-18 18:04:00,2024-12-18,18:04:00,113,On-time,1226,4,0
F622,JetBlue,DEN,LAX,2025-03-29 04:40:00,2025-03-29,04:40:00,128,On-time,1682,2,0
F318,United,SEA,JFK,2024-11-17 10:49:00,2024-11-17,10:49:00,60,On-time,1076,12,0
F1518,JetBlue,JFK,SEA,2023-10-17 01:31:00,2023-10-17,01:31:00,93,On-time,671,3,0
F1099,JetBlue,LAX,DEN,2024-04-12 10:23:00,2024-04-12,10:23:00,215,On-time,1328,8,0
F853,United,DEN,DFW,2024-03-06 23:08:00,2024-03-06,23:08:00,82,On-time,932,39,0
F852,American Airlines,JFK,ATL,2023-11-23 13:01:00,2023-11-23,13:01:00,151,On-time,867,9,0
F795,American Airlines,SFO,ORD,2024-01-29 01:47:00,2024-01-29,01:47:00,157,Delayed,1692,4,0
F1948,American Airlines,ORD,SFO,2024-01-31 21:33:00,2024-01-31,21:33:00,88,On-time,1347,3,0
F1216,JetBlue,ATL,SEA,2023-08-05 17:23:00,2023-08-05,17:23:00,201,On-time,1017,0,0
F656,American Airlines,JFK,LAX,2025-01-22 14:53:00,2025-01-22,14:53:00,181,On-time,1257,1,1
F1212,American Airlines,LAX,DFW,2024-04-14 06:35:00,2024-04-14,06:35:00,154,On-time,1677,28,0
F759,Delta,LAX,ORD,2024-11-10 15:23:00,2024-11-10,15:23:00,203,On-time,1045,16,0
F834,Delta,ORD,JFK,2024-09-24 03:25:00,2024-09-24,03:25:00,209,On-time,1461,12,0
F95,JetBlue,JFK,DEN,2024-08-20 09:05:00,2024-08-20,09:05:00,153,On-time,1119,12,0
F1156,American Airlines,ATL,ORD,2024-12-22 05:00:00,2024-12-22,05:00:00,179,Cancelled,1300,8,0
F1183,Southwest,SEA,DFW,2023-05-19 07:29:00,2023-05-19,07:29:00,215,On-time,1057,1,1
F1219,JetBlue,LAX,ORD,2023-07-06 08:06:00,2023-07-06,08:06:00,152,On-time,1125,2,0
F1314,Southwest,LAX,ORD,2024-06-12 07:44:00,2024-06-12,07:44:00,167,Delayed,1367,0,0
F353,Southwest,DEN,SFO,2025-03-05 13:33:00,2025-03-05,13:33:00,76,On-time,1057,16,0
F1424,Delta,SFO,SFO,2024-04-04 04:13:00,2024-04-04,04:13:00,221,On-time,1070,0,0
F461,United,LAX,DFW,2024-10-22 13:02:00,2024-10-22,13:02:00,130,Cancelled,558,6,0
F161,United,DEN,DEN,2024-03-16 19:06:00,2024-03-16,19:06:00,160,On-time,709,10,0
F1366,United,ORD,SEA,2024-04-15 16:49:00,2024-04-15,16:49:00,272,Cancelled,1218,5,0
F1707,JetBlue,ATL,SEA,2023-05-02 04:10:00,2023-05-02,04:10:00,153,On-time,1473,1,0
F847,Delta,DFW,LAX,2025-03-18 03:17:00,2025-03-18,03:17:00,215,On-time,905,20,0
F1683,JetBlue,ATL,SFO,2023-11-09 18:22:00,2023-11-09,18:22:00,206,On-time,930,10,0
F1098,American Airlines,DEN,JFK,2024-01-10 18:27:00,2024-01-10,18:27:00,192,On-time,1402,11,0
F1791,Delta,LAX,LAX,2024-10-03 00:35:00,2024-10-03,00:35:00,201,On-time,763,26,0
F632,Delta,DFW,ORD,2025-01-29 09:03:00,2025-01-29,09:03:00,103,On-time,962,33,0
F331,JetBlue,JFK,SEA,2023-08-16 14:50:00,2023-08-16,14:50:00,348,On-time,1345,4,1
F1952,JetBlue,DEN,LAX,2023-05-07 03:08:00,2023-05-07,03:08:00,154,On-time,1646,1,0
F797,United,SEA,ORD,2024-04-11 02:33:00,2024-04-11,02:33:00,129,Delayed,1011,10,0
F442,American Airlines,DFW,DEN,2024-01-09 16:17:00,2024-01-09,16:17:00,319,Delayed,1266,1,0
